subjects,number_student,rooms,num_seat,day,section
45,21,12,21,0,0
3,22,9,22,0,0
46,25,5,25,0,0
15,24,16,25,0,0
47,27,13,27,0,0
14,33,11,33,0,0
16,39,7,39,0,0
0,40,2,46,0,0
4,40,10,46,0,0
36,40,18,46,0,0
51,40,15,49,0,0
64,21,12,21,0,1
5,22,9,22,0,1
12,23,14,23,0,1
26,24,5,25,0,1
66,27,4,27,0,1
59,26,13,27,0,1
20,33,0,33,0,1
28,33,11,33,0,1
23,35,3,35,0,1
8,36,6,36,0,1
57,39,7,39,0,1
60,39,17,44,0,1
62,39,2,46,0,1
48,38,10,46,0,1
55,38,18,46,0,1
72,38,15,49,0,1
65,21,12,21,0,2
73,22,9,22,0,2
30,23,14,23,0,2
75,24,16,25,0,2
32,23,1,26,0,2
78,23,4,27,0,2
79,21,13,27,0,2
49,32,0,33,0,2
56,32,11,33,0,2
74,38,7,39,0,2
17,37,17,44,0,2
19,37,2,46,0,2
44,37,10,46,0,2
9,36,18,46,0,2
13,36,8,47,0,2
18,36,15,49,0,2
10,20,9,22,0,3
22,20,14,23,0,3
25,20,5,25,0,3
27,20,16,25,0,3
29,20,1,26,0,3
76,20,4,27,0,3
2,31,0,33,0,3
37,31,11,33,0,3
31,35,3,35,0,3
38,36,6,36,0,3
40,35,7,39,0,3
53,35,19,41,0,3
54,35,17,44,0,3
71,35,2,46,0,3
6,34,10,46,0,3
41,34,18,46,0,3
58,34,15,49,0,3
1,30,0,33,1,0
24,30,11,33,1,0
63,34,6,36,1,0
33,30,7,39,1,0
34,30,2,46,1,0
42,30,18,46,1,0
68,30,8,47,1,0
70,30,0,33,1,1
7,29,11,33,1,1
35,29,3,35,1,1
43,29,6,36,1,1
50,29,19,41,1,1
52,29,17,44,1,1
61,29,2,46,1,1
69,29,10,46,1,1
77,29,18,46,1,1
11,28,0,33,1,2
21,28,11,33,1,2
39,28,6,36,1,2
67,28,7,39,1,2
