subjects,number_student,rooms,num_seat,day,section
5,20,1,20,0,0
13,21,3,21,0,0
33,21,10,21,0,0
1,27,18,27,0,0
0,29,2,29,0,0
8,29,12,29,0,0
17,30,19,30,0,0
66,31,15,31,0,0
35,36,0,36,0,0
30,39,13,39,0,0
2,40,14,40,0,0
10,40,7,45,0,0
20,40,4,46,0,0
11,20,1,20,0,1
34,21,3,21,0,1
42,20,16,21,0,1
7,23,6,23,0,1
31,27,11,27,0,1
77,27,18,27,0,1
21,29,12,29,0,1
48,30,19,30,0,1
61,30,15,31,0,1
29,34,9,34,0,1
25,40,14,40,0,1
63,40,17,42,0,1
45,20,1,20,0,2
49,20,3,21,0,2
62,20,10,21,0,2
16,23,6,23,0,2
6,26,11,27,0,2
24,26,18,27,0,2
23,29,2,29,0,2
50,29,12,29,0,2
73,30,19,30,0,2
72,29,15,31,0,2
4,32,5,32,0,2
51,34,8,34,0,2
54,34,9,34,0,2
76,36,0,36,0,2
9,38,13,39,0,2
65,40,14,40,0,2
15,38,7,45,0,2
68,38,4,46,0,2
58,23,6,23,0,3
57,26,11,27,0,3
3,25,18,27,0,3
67,28,2,29,0,3
28,25,12,29,0,3
38,25,19,30,0,3
39,25,15,31,0,3
37,32,5,32,0,3
70,34,8,34,0,3
12,33,9,34,0,3
22,35,0,36,0,3
18,37,13,39,0,3
27,37,17,42,0,3
44,37,7,45,0,3
26,35,4,46,0,3
52,25,11,27,1,0
71,25,18,27,1,0
78,25,2,29,1,0
41,24,15,31,1,0
40,32,5,32,1,0
32,33,9,34,1,0
36,35,0,36,1,0
69,35,13,39,1,0
43,33,14,40,1,0
59,32,17,42,1,0
60,32,7,45,1,0
46,24,11,27,1,1
53,24,18,27,1,1
55,24,2,29,1,1
56,24,12,29,1,1
64,32,9,34,1,1
74,23,0,36,1,1
14,22,14,40,1,1
19,22,17,42,1,1
47,22,4,46,1,1
75,22,6,23,1,2
79,22,11,27,1,2
