subjects,number_student,rooms,num_seat,day,section
24,21,5,21,0,0
13,25,18,25,0,0
53,26,10,26,0,0
23,27,14,27,0,0
10,31,7,31,0,0
30,34,6,34,0,0
44,36,2,36,0,0
15,39,1,39,0,0
0,40,11,44,0,0
76,40,12,47,0,0
82,40,9,50,0,0
29,21,5,21,0,1
18,25,18,25,0,1
60,26,10,26,0,1
27,29,3,29,0,1
12,31,7,31,0,1
36,34,6,34,0,1
69,36,2,36,0,1
80,36,16,36,0,1
6,38,0,38,0,1
28,38,13,38,0,1
16,39,1,39,0,1
94,40,8,41,0,1
98,40,4,43,0,1
101,40,11,44,0,1
112,40,12,47,0,1
122,40,17,47,0,1
144,40,9,50,0,1
43,21,5,21,0,2
37,25,18,25,0,2
96,26,10,26,0,2
40,29,3,29,0,2
22,31,7,31,0,2
70,34,6,34,0,2
130,36,2,36,0,2
148,36,16,36,0,2
152,36,19,36,0,2
41,38,0,38,0,2
46,38,13,38,0,2
32,39,1,39,0,2
186,40,8,41,0,2
194,40,4,43,0,2
45,39,11,44,0,2
88,39,17,47,0,2
91,39,9,50,0,2
33,20,15,20,0,3
84,21,5,21,0,3
47,25,18,25,0,3
97,26,10,26,0,3
57,27,14,27,0,3
100,29,3,29,0,3
42,31,7,31,0,3
158,36,2,36,0,3
159,36,19,36,0,3
48,38,0,38,0,3
68,38,13,38,0,3
106,39,1,39,0,3
113,39,8,41,0,3
147,39,4,43,0,3
170,39,11,44,0,3
173,39,12,47,0,3
184,39,17,47,0,3
185,39,9,50,0,3
54,20,15,20,1,0
105,21,5,21,1,0
71,25,18,25,1,0
67,31,7,31,1,0
180,36,16,36,1,0
187,39,4,43,1,0
83,38,12,47,1,0
114,38,17,47,1,0
117,38,9,50,1,0
63,20,15,20,1,1
138,21,5,21,1,1
77,25,18,25,1,1
127,26,10,26,1,1
92,27,14,27,1,1
115,29,3,29,1,1
99,31,7,31,1,1
137,34,6,34,1,1
182,36,19,36,1,1
128,38,0,38,1,1
133,38,13,38,1,1
7,37,1,39,1,1
19,37,8,41,1,1
20,37,4,43,1,1
49,37,11,44,1,1
58,37,12,47,1,1
108,37,17,47,1,1
125,37,9,50,1,1
149,20,15,20,1,2
145,21,5,21,1,2
87,25,18,25,1,2
154,26,10,26,1,2
93,27,14,27,1,2
140,29,3,29,1,2
110,31,7,31,1,2
166,34,6,34,1,2
189,36,2,36,1,2
8,35,16,36,1,2
11,35,19,36,1,2
35,35,0,38,1,2
38,35,8,41,1,2
75,35,4,43,1,2
109,35,11,44,1,2
163,35,12,47,1,2
168,35,17,47,1,2
179,34,9,50,1,2
153,20,15,20,1,3
181,21,5,21,1,3
104,25,18,25,1,3
155,26,10,26,1,3
111,27,14,27,1,3
146,29,3,29,1,3
132,31,7,31,1,3
188,34,6,34,1,3
190,34,2,36,1,3
1,33,16,36,1,3
4,33,19,36,1,3
21,33,0,38,1,3
62,33,13,38,1,3
78,33,1,39,1,3
90,33,8,41,1,3
119,33,4,43,1,3
124,33,12,47,1,3
183,33,17,47,1,3
197,33,9,50,1,3
198,21,5,21,2,0
126,27,14,27,2,0
56,32,6,34,2,0
72,32,2,36,2,0
73,32,16,36,2,0
86,32,19,36,2,0
107,32,13,38,2,0
161,32,4,43,2,0
169,32,11,44,2,0
139,31,12,47,2,0
164,31,9,50,2,0
167,20,5,21,2,1
134,25,18,25,2,1
157,26,10,26,2,1
150,29,3,29,2,1
193,31,7,31,2,1
2,30,2,36,2,1
9,30,16,36,2,1
59,30,19,36,2,1
64,30,0,38,2,1
74,30,13,38,2,1
79,30,8,41,2,1
120,30,4,43,2,1
151,30,11,44,2,1
176,30,12,47,2,1
192,29,17,47,2,1
3,28,9,50,2,1
172,20,15,20,2,2
156,25,10,26,2,2
141,27,14,27,2,2
5,28,3,29,2,2
26,28,7,31,2,2
31,28,6,34,2,2
50,28,2,36,2,2
51,28,19,36,2,2
61,28,0,38,2,2
85,28,13,38,2,2
103,28,1,39,2,2
123,28,4,43,2,2
191,27,12,47,2,2
199,27,17,47,2,2
174,25,9,50,2,2
177,25,18,25,2,3
196,25,10,26,2,3
14,24,14,27,2,3
17,24,3,29,2,3
25,24,7,31,2,3
39,24,6,34,2,3
52,24,2,36,2,3
55,24,16,36,2,3
95,24,19,36,2,3
118,24,0,38,2,3
162,24,13,38,2,3
165,24,1,39,2,3
178,24,8,41,2,3
34,23,4,43,2,3
81,23,11,44,2,3
89,23,12,47,2,3
121,23,17,47,2,3
135,23,9,50,2,3
136,23,14,27,3,0
143,23,3,29,3,0
160,23,6,34,3,0
175,23,2,36,3,0
195,23,16,36,3,0
65,22,8,41,3,0
66,22,4,43,3,0
102,22,11,44,3,0
116,22,9,50,3,0
129,22,18,25,3,1
131,22,10,26,3,1
142,22,14,27,3,1
171,22,3,29,3,1
