subjects,number_student,rooms,num_seat,day,section
4,26,3,26,0,0
11,31,4,31,0,0
7,40,7,44,0,0
21,40,6,49,0,0
20,24,1,24,0,1
28,31,2,31,0,1
5,30,4,31,0,1
24,35,5,35,0,1
31,38,0,38,0,1
30,40,7,44,0,1
0,39,6,49,0,1
29,24,1,24,0,2
17,27,2,31,0,2
33,27,4,31,0,2
26,35,5,35,0,2
12,37,0,38,0,2
16,39,7,44,0,2
27,39,6,49,0,2
15,23,1,24,0,3
6,26,3,26,0,3
14,26,2,31,0,3
22,26,4,31,0,3
3,34,5,35,0,3
19,34,0,38,0,3
37,39,7,44,0,3
38,34,6,49,0,3
35,26,2,31,1,0
2,33,5,35,1,0
18,33,0,38,1,0
25,33,7,44,1,0
34,23,1,24,1,1
39,25,3,26,1,1
36,23,2,31,1,1
1,22,4,31,1,1
32,32,7,44,1,1
8,22,6,49,1,1
9,22,1,24,1,2
10,22,3,26,1,2
13,22,2,31,1,2
23,20,5,35,1,2
