subjects,number_student,rooms,num_seat,day,section
20,21,4,21,0,0
25,21,18,21,0,0
1,25,16,25,0,0
28,28,11,28,0,0
6,35,2,35,0,0
29,37,7,37,0,0
5,39,17,39,0,0
10,40,13,40,0,0
16,40,1,42,0,0
24,40,8,43,0,0
43,40,14,44,0,0
55,39,6,50,0,0
8,20,5,20,0,1
30,21,4,21,0,1
4,23,3,23,0,1
2,25,0,25,0,1
7,25,16,25,0,1
47,28,11,28,0,1
38,35,2,35,0,1
68,39,13,40,0,1
69,39,1,42,0,1
77,39,8,43,0,1
0,38,12,47,0,1
13,38,6,50,0,1
15,38,10,50,0,1
21,20,5,20,0,2
39,20,4,21,0,2
44,20,18,21,0,2
9,23,3,23,0,2
31,23,9,23,0,2
23,24,0,25,0,2
40,24,16,25,0,2
64,28,11,28,0,2
61,33,19,33,0,2
41,35,2,35,0,2
58,37,7,37,0,2
19,38,17,39,0,2
54,38,13,40,0,2
74,38,1,42,0,2
78,38,8,43,0,2
27,36,14,44,0,2
37,36,12,47,0,2
56,36,6,50,0,2
57,36,10,50,0,2
48,20,5,20,0,3
53,20,18,21,0,3
36,23,3,23,0,3
42,23,9,23,0,3
22,22,15,23,0,3
50,22,0,25,0,3
59,20,16,25,0,3
67,28,11,28,0,3
72,33,19,33,0,3
60,35,2,35,0,3
71,35,7,37,0,3
17,34,17,39,0,3
62,34,13,40,0,3
76,34,1,42,0,3
12,32,8,43,0,3
51,32,14,44,0,3
75,32,12,47,0,3
18,31,6,50,0,3
33,31,10,50,0,3
63,20,5,20,1,0
46,31,2,35,1,0
34,30,7,37,1,0
49,30,17,39,1,0
66,30,13,40,1,0
73,30,14,44,1,0
79,29,12,47,1,0
14,27,10,50,1,0
26,27,11,28,1,1
32,27,1,42,1,1
35,27,14,44,1,1
45,27,12,47,1,1
3,26,6,50,1,1
11,26,11,28,1,2
52,26,2,35,1,2
65,26,7,37,1,2
70,26,17,39,1,2
