subjects,number_student,rooms,num_seat,day,section
13,20,11,20,0,0
0,23,8,23,0,0
10,30,10,30,0,0
3,36,6,36,0,0
14,37,12,37,0,0
2,38,5,38,0,0
1,39,14,39,0,0
16,40,13,46,0,0
18,40,2,48,0,0
30,40,4,48,0,0
6,23,1,23,0,1
15,27,15,27,0,1
22,30,10,30,0,1
29,36,6,36,0,1
17,37,9,37,0,1
23,37,12,37,0,1
41,38,5,38,0,1
7,39,14,39,0,1
35,40,3,43,0,1
40,40,13,46,0,1
50,40,2,48,0,1
32,39,4,48,0,1
42,39,0,49,0,1
11,23,1,23,0,2
24,27,15,27,0,2
49,36,6,36,0,2
27,37,7,37,0,2
47,37,9,37,0,2
56,37,12,37,0,2
58,39,14,39,0,2
64,39,3,43,0,2
59,37,13,46,0,2
55,35,2,48,0,2
66,35,4,48,0,2
68,35,0,49,0,2
34,20,11,20,0,3
69,23,1,23,0,3
25,22,8,23,0,3
48,27,15,27,0,3
51,30,10,30,0,3
52,34,6,36,0,3
54,34,7,37,0,3
8,33,9,37,0,3
65,33,12,37,0,3
12,32,5,38,0,3
5,31,14,39,0,3
45,31,3,43,0,3
46,31,13,46,0,3
53,30,2,48,0,3
36,29,4,48,0,3
38,29,0,49,0,3
37,20,11,20,1,0
26,22,1,23,1,0
31,22,8,23,1,0
43,29,10,30,1,0
63,29,7,37,1,0
21,28,9,37,1,0
57,27,12,37,1,0
67,27,13,46,1,0
4,26,4,48,1,0
20,26,0,49,1,0
9,21,8,23,1,1
28,26,15,27,1,1
60,26,10,30,1,1
62,26,6,36,1,1
19,25,9,37,1,1
61,25,5,38,1,1
33,21,14,39,1,1
39,20,3,43,1,1
44,20,13,46,1,1
