subjects,number_student,rooms,num_seat,day,section
3,21,7,21,0,0
5,21,10,21,0,0
11,26,2,26,0,0
27,28,3,28,0,0
4,29,4,29,0,0
12,31,1,31,0,0
33,31,5,31,0,0
48,35,0,35,0,0
16,21,7,21,0,1
26,20,10,21,0,1
44,31,1,31,0,1
0,30,5,31,0,1
6,32,6,32,0,1
21,36,9,36,0,1
2,40,11,47,0,1
35,20,10,21,0,2
1,25,2,26,0,2
43,28,3,28,0,2
40,29,4,29,0,2
25,30,1,31,0,2
31,30,5,31,0,2
22,32,6,32,0,2
38,34,0,35,0,2
29,36,9,36,0,2
10,40,11,47,0,2
19,40,8,49,0,2
36,20,7,21,0,3
15,25,2,26,0,3
14,27,3,28,0,3
53,29,4,29,0,3
37,30,1,31,0,3
50,30,5,31,0,3
32,32,6,32,0,3
39,34,0,35,0,3
56,36,9,36,0,3
51,40,11,47,0,3
59,40,8,49,0,3
24,27,4,29,1,0
17,25,1,31,1,0
28,25,5,31,1,0
7,24,6,32,1,0
13,39,11,47,1,0
23,39,8,49,1,0
58,24,3,28,1,1
41,23,4,29,1,1
45,23,5,31,1,1
46,23,6,32,1,1
42,34,0,35,1,1
20,33,9,36,1,1
34,39,8,49,1,1
47,23,2,26,1,2
49,23,3,28,1,2
8,22,1,31,1,2
9,22,5,31,1,2
55,33,0,35,1,2
54,39,8,49,1,2
18,38,11,47,1,3
52,38,8,49,1,3
57,38,11,47,2,0
30,37,11,47,2,1
