subjects,number_student,rooms,num_seat,day,section
27,24,4,24,0,0
63,24,5,24,0,0
13,26,14,26,0,0
5,27,15,27,0,0
16,28,6,28,0,0
19,29,0,29,0,0
41,29,8,29,0,0
1,34,1,34,0,0
2,34,18,34,0,0
4,40,16,41,0,0
17,40,7,46,0,0
69,24,4,24,0,1
106,24,5,24,0,1
28,26,14,26,0,1
39,27,15,27,0,1
65,28,6,28,0,1
64,29,0,29,0,1
89,29,3,29,0,1
93,29,11,29,0,1
15,31,12,31,0,1
7,34,1,34,0,1
14,37,9,37,0,1
70,40,7,46,0,1
80,40,17,46,0,1
91,40,13,48,0,1
96,40,10,49,0,1
110,40,2,50,0,1
184,24,4,24,0,2
6,23,5,24,0,2
32,26,14,26,0,2
97,29,0,29,0,2
119,29,3,29,0,2
163,29,8,29,0,2
195,29,11,29,0,2
36,34,1,34,0,2
37,34,18,34,0,2
21,35,19,35,0,2
33,37,9,37,0,2
149,40,16,41,0,2
199,40,7,46,0,2
3,39,17,46,0,2
20,39,2,50,0,2
11,23,4,24,0,3
18,23,5,24,0,3
45,26,14,26,0,3
43,27,15,27,0,3
76,28,6,28,0,3
90,28,0,29,0,3
131,28,3,29,0,3
157,28,8,29,0,3
161,28,11,29,0,3
29,31,12,31,0,3
40,34,1,34,0,3
58,34,18,34,0,3
22,35,19,35,0,3
47,37,9,37,0,3
23,39,16,41,0,3
68,39,7,46,0,3
75,39,17,46,0,3
101,39,10,49,0,3
109,39,2,50,0,3
67,23,4,24,1,0
56,26,14,26,1,0
52,27,15,27,1,0
166,28,6,28,1,0
83,27,0,29,1,0
107,27,8,29,1,0
114,27,11,29,1,0
31,31,12,31,1,0
60,34,1,34,1,0
105,34,18,34,1,0
46,35,19,35,1,0
124,39,16,41,1,0
158,39,2,50,1,0
81,23,4,24,1,1
84,23,5,24,1,1
143,27,15,27,1,1
148,27,6,28,1,1
62,26,0,29,1,1
74,26,3,29,1,1
87,26,8,29,1,1
92,26,11,29,1,1
116,34,18,34,1,1
51,35,19,35,1,1
71,37,9,37,1,1
167,39,7,46,1,1
169,39,17,46,1,1
194,39,13,48,1,1
8,38,10,49,1,1
34,38,2,50,1,1
85,23,4,24,1,2
115,23,5,24,1,2
144,26,14,26,1,2
152,26,15,27,1,2
189,26,0,29,1,2
10,25,3,29,1,2
30,25,8,29,1,2
59,31,12,31,1,2
100,35,19,35,1,2
77,37,9,37,1,2
44,38,16,41,1,2
99,38,13,48,1,2
128,38,10,49,1,2
150,38,2,50,1,2
118,23,4,24,1,3
133,23,5,24,1,3
95,25,15,27,1,3
132,25,0,29,1,3
134,25,3,29,1,3
198,25,8,29,1,3
138,23,11,29,1,3
112,31,12,31,1,3
120,34,1,34,1,3
164,34,18,34,1,3
103,35,19,35,1,3
86,37,9,37,1,3
196,38,16,41,1,3
122,37,7,46,1,3
145,37,17,46,1,3
186,37,13,48,1,3
38,36,10,49,1,3
78,36,2,50,1,3
139,23,4,24,2,0
140,23,5,24,2,0
154,23,14,26,2,0
170,23,0,29,2,0
12,22,3,29,2,0
42,22,8,29,2,0
66,22,11,29,2,0
102,36,9,37,2,0
108,36,7,46,2,0
113,36,17,46,2,0
142,36,13,48,2,0
151,36,2,50,2,0
73,22,4,24,2,1
121,22,5,24,2,1
125,22,14,26,2,1
146,22,15,27,2,1
175,22,0,29,2,1
61,21,3,29,2,1
94,21,8,29,2,1
98,21,11,29,2,1
155,31,12,31,2,1
185,34,1,34,2,1
193,34,18,34,2,1
111,35,19,35,2,1
160,36,9,37,2,1
171,36,16,41,2,1
188,36,17,46,2,1
190,36,13,48,2,1
135,35,2,50,2,1
127,21,4,24,2,2
174,21,5,24,2,2
178,21,14,26,2,2
25,20,15,27,2,2
26,20,6,28,2,2
53,20,3,29,2,2
117,20,8,29,2,2
156,31,12,31,2,2
55,33,1,34,2,2
104,33,18,34,2,2
147,35,19,35,2,2
159,35,9,37,2,2
173,35,16,41,2,2
182,35,7,46,2,2
137,33,17,46,2,2
153,33,13,48,2,2
165,33,10,49,2,2
183,33,2,50,2,2
130,20,4,24,2,3
136,20,5,24,2,3
141,20,14,26,2,3
176,20,15,27,2,3
180,20,0,29,2,3
181,20,3,29,2,3
192,20,8,29,2,3
172,31,12,31,2,3
0,32,1,34,2,3
9,32,19,35,2,3
35,32,9,37,2,3
48,32,16,41,2,3
49,32,7,46,2,3
54,32,17,46,2,3
57,32,13,48,2,3
72,32,2,50,2,3
177,31,12,31,3,0
88,32,1,34,3,0
123,32,18,34,3,0
126,32,9,37,3,0
129,32,16,41,3,0
179,32,17,46,3,0
191,31,2,50,3,0
197,31,18,34,3,1
24,30,9,37,3,1
50,30,16,41,3,1
79,30,7,46,3,1
82,30,17,46,3,1
162,30,13,48,3,1
168,30,12,31,3,2
187,30,1,34,3,2
