subjects,number_student,rooms,num_seat,day,section
11,24,4,24,0,0
21,26,3,26,0,0
9,32,7,32,0,0
7,33,1,33,0,0
6,39,2,39,0,0
2,40,10,40,0,0
10,39,6,48,0,0
8,23,11,23,0,1
30,29,8,29,0,1
16,38,9,38,0,1
12,39,2,39,0,1
23,38,10,40,0,1
59,38,5,42,0,1
38,37,0,47,0,1
14,36,6,48,0,1
31,23,11,23,0,2
13,24,4,24,0,2
54,26,3,26,0,2
37,29,8,29,0,2
51,33,1,33,0,2
15,35,9,38,0,2
27,34,10,40,0,2
32,34,5,42,0,2
46,34,0,47,0,2
56,34,6,48,0,2
41,23,11,23,0,3
20,24,4,24,0,3
17,25,3,26,0,3
22,28,8,29,0,3
34,32,7,32,0,3
57,33,1,33,0,3
50,32,9,38,0,3
42,31,2,39,0,3
53,31,10,40,0,3
0,30,5,42,0,3
29,30,0,47,0,3
49,30,6,48,0,3
1,22,11,23,1,0
55,30,7,32,1,0
26,28,1,33,1,0
58,28,9,38,1,0
25,27,2,39,1,0
33,27,10,40,1,0
36,27,0,47,1,0
5,22,11,23,1,1
35,24,4,24,1,1
39,25,8,29,1,1
43,25,7,32,1,1
45,25,9,38,1,1
18,22,2,39,1,1
40,22,10,40,1,1
44,22,5,42,1,1
4,21,0,47,1,1
28,21,6,48,1,1
47,21,11,23,1,2
3,20,4,24,1,2
19,20,3,26,1,2
24,20,8,29,1,2
48,20,7,32,1,2
52,20,1,33,1,2
