subjects,number_student,rooms,num_seat,day,section
13,21,8,21,0,0
2,27,0,27,0,0
10,28,6,28,0,0
3,29,7,29,0,0
16,39,5,39,0,0
6,40,3,40,0,0
19,40,9,46,0,0
20,40,4,48,0,0
12,38,1,50,0,0
30,21,8,21,0,1
38,27,0,27,0,1
18,28,2,28,0,1
27,28,6,28,0,1
21,29,7,29,0,1
15,38,5,39,0,1
45,38,3,40,0,1
1,37,9,46,0,1
7,37,4,48,0,1
49,28,2,28,0,2
40,27,6,28,0,2
29,26,7,29,0,2
44,37,5,39,0,2
25,36,3,40,0,2
28,36,9,46,0,2
48,36,4,48,0,2
9,20,8,21,0,3
46,26,2,28,0,3
0,25,6,28,0,3
11,25,7,29,0,3
26,34,3,40,0,3
41,34,9,46,0,3
47,34,4,48,0,3
43,31,1,50,0,3
23,20,8,21,1,0
14,25,0,27,1,0
24,25,2,28,1,0
5,30,5,39,1,0
17,30,3,40,1,0
39,30,4,48,1,0
42,30,1,50,1,0
31,25,2,28,1,1
36,25,6,28,1,1
37,25,7,29,1,1
33,24,3,40,1,1
35,24,9,46,1,1
32,23,4,48,1,1
4,22,1,50,1,1
8,22,0,27,1,2
22,22,2,28,1,2
34,22,6,28,1,2
