subjects,number_student,rooms,num_seat,day,section
10,22,9,22,0,0
3,25,7,25,0,0
34,26,0,26,0,0
26,38,4,38,0,0
27,40,2,43,0,0
29,40,1,45,0,0
40,40,5,45,0,0
6,25,7,25,0,1
20,25,0,26,0,1
15,34,8,34,0,1
11,36,4,38,0,1
1,39,6,40,0,1
38,39,2,43,0,1
13,36,1,45,0,1
39,36,3,46,0,1
42,22,9,22,0,2
32,24,7,25,0,2
47,34,8,34,0,2
28,35,4,38,0,2
35,35,6,40,0,2
37,35,2,43,0,2
45,35,1,45,0,2
8,33,5,45,0,2
31,33,3,46,0,2
46,22,9,22,0,3
19,23,7,25,0,3
9,32,8,34,0,3
16,32,4,38,0,3
17,32,6,40,0,3
30,31,2,43,0,3
33,31,1,45,0,3
0,30,5,45,0,3
23,23,7,25,1,0
24,23,0,26,1,0
2,30,8,34,1,0
5,30,6,40,1,0
14,30,5,45,1,0
7,21,9,22,1,1
21,30,8,34,1,1
22,29,4,38,1,1
36,29,6,40,1,1
4,27,2,43,1,1
12,27,1,45,1,1
41,23,5,45,1,1
48,23,3,46,1,1
18,21,9,22,1,2
25,21,7,25,1,2
43,21,8,34,1,2
49,21,4,38,1,2
44,20,6,40,1,2
