subjects,number_student,rooms,num_seat,day,section
11,22,3,22,0,0
32,25,2,25,0,0
5,28,7,28,0,0
8,38,4,39,0,0
1,21,3,22,0,1
38,25,2,25,0,1
4,35,5,35,0,1
23,36,6,37,0,1
13,38,1,38,0,1
24,38,4,39,0,1
31,40,0,45,0,1
12,21,3,22,0,2
6,24,2,25,0,2
10,28,7,28,0,2
16,35,5,35,0,2
22,35,6,37,0,2
7,34,1,38,0,2
37,40,0,45,0,2
18,21,3,22,0,3
9,24,2,25,0,3
17,28,7,28,0,3
26,34,5,35,0,3
29,34,6,37,0,3
34,34,1,38,0,3
25,33,4,39,0,3
3,29,0,45,0,3
21,20,3,22,1,0
15,24,2,25,1,0
39,28,7,28,1,0
20,29,5,35,1,0
14,27,4,39,1,0
27,20,3,22,1,1
30,24,2,25,1,1
19,27,5,35,1,1
36,27,6,37,1,1
0,26,4,39,1,1
33,26,0,45,1,1
2,23,2,25,1,2
35,26,5,35,1,2
28,23,6,37,1,2
