subjects,number_student,rooms,num_seat,day,section
1,24,3,24,0,0
3,33,0,33,0,0
5,34,2,34,0,0
2,36,7,36,0,0
23,40,4,47,0,0
25,40,6,49,0,0
9,24,3,24,0,1
14,29,5,29,0,1
12,33,0,33,0,1
8,34,2,34,0,1
6,36,7,36,0,1
4,39,6,49,0,1
17,23,3,24,0,2
11,32,0,33,0,2
16,36,7,36,0,2
27,39,1,42,0,2
37,38,4,47,0,2
38,38,6,49,0,2
21,23,3,24,0,3
19,29,5,29,0,3
18,32,0,33,0,3
35,29,2,34,0,3
13,35,7,36,0,3
28,37,1,42,0,3
26,28,4,47,0,3
20,27,6,49,0,3
22,23,3,24,1,0
32,27,5,29,1,0
7,26,0,33,1,0
10,26,2,34,1,0
24,26,7,36,1,0
29,26,6,49,1,0
30,26,5,29,1,1
0,22,0,33,1,1
15,22,2,34,1,1
39,22,7,36,1,1
31,21,1,42,1,1
33,21,4,47,1,1
34,21,6,49,1,1
36,20,3,24,1,2
