subjects,number_student,rooms,num_seat,day,section
12,20,16,20,0,0
43,21,12,21,0,0
22,24,7,24,0,0
35,25,6,25,0,0
45,32,17,32,0,0
34,35,3,35,0,0
5,40,0,40,0,0
10,40,10,40,0,0
14,40,1,41,0,0
73,40,8,41,0,0
92,40,14,46,0,0
106,40,2,48,0,0
113,40,11,49,0,0
129,40,18,50,0,0
13,20,16,20,0,1
65,25,6,25,0,1
67,25,13,25,0,1
59,32,17,32,0,1
58,35,3,35,0,1
156,40,0,40,0,1
163,40,10,40,0,1
7,39,1,41,0,1
16,39,19,41,0,1
28,39,14,46,0,1
44,39,2,48,0,1
63,39,18,50,0,1
15,20,16,20,0,2
95,21,12,21,0,2
21,23,15,23,0,2
87,25,6,25,0,2
108,25,13,25,0,2
107,32,4,32,0,2
151,32,17,32,0,2
62,35,3,35,0,2
66,39,0,40,0,2
74,39,10,40,0,2
127,39,1,41,0,2
140,39,8,41,0,2
158,39,9,41,0,2
179,39,19,41,0,2
193,39,14,46,0,2
196,39,2,48,0,2
2,38,11,49,0,2
54,38,18,50,0,2
19,20,16,20,0,3
145,21,12,21,0,3
23,23,15,23,0,3
26,24,7,24,0,3
122,25,13,25,0,3
41,31,5,31,0,3
172,32,4,32,0,3
191,32,17,32,0,3
80,35,3,35,0,3
112,38,0,40,0,3
117,38,10,40,0,3
135,38,1,41,0,3
143,38,8,41,0,3
144,38,19,41,0,3
165,38,14,46,0,3
174,38,2,48,0,3
29,37,11,49,0,3
47,37,18,50,0,3
24,20,16,20,1,0
147,21,12,21,1,0
40,23,15,23,1,0
51,24,7,24,1,0
150,25,13,25,1,0
70,31,5,31,1,0
75,31,4,32,1,0
77,31,17,32,1,0
94,35,3,35,1,0
61,37,0,40,1,0
105,37,8,41,1,0
119,37,9,41,1,0
132,37,2,48,1,0
161,37,18,50,1,0
38,20,16,20,1,1
102,23,15,23,1,1
57,24,7,24,1,1
173,25,6,25,1,1
79,24,13,25,1,1
85,31,5,31,1,1
88,31,4,32,1,1
120,31,17,32,1,1
97,35,3,35,1,1
168,37,0,40,1,1
9,36,10,40,1,1
116,36,1,41,1,1
126,36,8,41,1,1
130,36,9,41,1,1
142,36,19,41,1,1
162,36,14,46,1,1
177,36,2,48,1,1
188,36,18,50,1,1
124,23,15,23,1,2
81,24,6,25,1,2
146,31,5,31,1,2
18,30,4,32,1,2
33,30,17,32,1,2
138,35,3,35,1,2
148,35,0,40,1,2
159,35,1,41,1,2
185,35,8,41,1,2
0,34,9,41,1,2
8,34,19,41,1,2
20,34,14,46,1,2
50,34,11,49,1,2
52,20,16,20,1,3
149,23,15,23,1,3
96,24,7,24,1,3
101,24,6,25,1,3
166,24,13,25,1,3
42,30,5,31,1,3
46,30,4,32,1,3
60,30,17,32,1,3
89,34,3,35,1,3
93,34,10,40,1,3
109,34,1,41,1,3
121,34,8,41,1,3
137,34,9,41,1,3
164,34,19,41,1,3
175,34,14,46,1,3
197,34,2,48,1,3
4,33,11,49,1,3
11,33,18,50,1,3
128,20,16,20,2,0
155,23,15,23,2,0
86,30,4,32,2,0
123,30,17,32,2,0
32,33,3,35,2,0
37,33,10,40,2,0
64,33,1,41,2,0
84,33,19,41,2,0
90,33,14,46,2,0
98,33,11,49,2,0
157,33,18,50,2,0
139,20,16,20,2,1
170,23,15,23,2,1
199,24,7,24,2,1
180,23,6,25,2,1
181,23,13,25,2,1
189,30,4,32,2,1
27,29,17,32,2,1
169,33,3,35,2,1
187,33,0,40,2,1
195,33,10,40,2,1
39,29,1,41,2,1
71,29,8,41,2,1
82,29,9,41,2,1
83,29,19,41,2,1
99,29,14,46,2,1
103,29,2,48,2,1
118,29,11,49,2,1
125,29,18,50,2,1
141,20,16,20,2,2
152,21,12,21,2,2
186,23,15,23,2,2
194,23,13,25,2,2
136,29,5,31,2,2
183,29,4,32,2,2
192,29,17,32,2,2
198,29,3,35,2,2
30,28,0,40,2,2
36,28,1,41,2,2
56,28,9,41,2,2
76,28,19,41,2,2
134,28,14,46,2,2
154,28,2,48,2,2
160,28,11,49,2,2
184,28,18,50,2,2
182,20,16,20,2,3
176,21,12,21,2,3
1,22,15,23,2,3
49,22,7,24,2,3
53,22,6,25,2,3
55,22,13,25,2,3
25,27,5,31,2,3
48,27,4,32,2,3
78,27,17,32,2,3
111,27,3,35,2,3
114,27,0,40,2,3
115,27,8,41,2,3
131,27,9,41,2,3
133,27,19,41,2,3
167,27,2,48,2,3
171,27,11,49,2,3
3,26,18,50,2,3
69,22,15,23,3,0
110,22,6,25,3,0
153,22,13,25,3,0
6,26,3,35,3,0
17,26,0,40,3,0
31,26,10,40,3,0
68,26,1,41,3,0
72,26,8,41,3,0
91,26,9,41,3,0
100,26,14,46,3,0
104,26,2,48,3,0
178,26,11,49,3,0
190,26,18,50,3,0
