subjects,number_student,rooms,num_seat,day,section
7,27,3,27,0,0
37,34,4,34,0,0
13,37,7,37,0,0
9,40,8,42,0,0
12,40,2,44,0,0
20,40,1,48,0,0
31,40,9,50,0,0
35,21,6,21,0,1
11,27,3,27,0,1
3,33,4,34,0,1
14,37,7,37,0,1
36,40,2,44,0,1
39,40,1,48,0,1
49,40,9,50,0,1
29,20,6,21,0,2
2,23,5,23,0,2
44,25,0,25,0,2
19,27,3,27,0,2
22,33,4,34,0,2
18,36,7,37,0,2
24,39,2,44,0,2
27,39,1,48,0,2
0,38,9,50,0,2
43,20,6,21,0,3
33,23,5,23,0,3
48,25,0,25,0,3
5,26,3,27,0,3
32,33,4,34,0,3
21,36,7,37,0,3
4,38,8,42,0,3
15,38,2,44,0,3
34,38,1,48,0,3
42,35,9,50,0,3
40,23,5,23,1,0
17,32,4,34,1,0
23,32,1,48,1,0
6,30,9,50,1,0
1,24,0,25,1,1
28,26,3,27,1,1
38,30,4,34,1,1
8,28,7,37,1,1
16,28,8,42,1,1
41,28,2,44,1,1
45,28,1,48,1,1
46,23,5,23,1,2
25,24,0,25,1,2
30,26,4,34,1,2
47,26,7,37,1,2
26,24,8,42,1,2
10,22,2,44,1,2
