subjects,number_student,rooms,num_seat,day,section
11,21,0,21,0,0
18,20,10,21,0,0
20,29,1,29,0,0
22,28,8,29,0,0
2,32,4,32,0,0
5,37,5,37,0,0
3,40,6,42,0,0
28,40,7,48,0,0
54,20,10,21,0,1
42,28,1,29,0,1
50,28,8,29,0,1
46,31,2,31,0,1
51,31,3,31,0,1
40,32,4,32,0,1
12,35,9,35,0,1
30,40,6,42,0,1
41,40,7,48,0,1
0,39,11,49,0,1
55,20,0,21,0,2
31,27,8,29,0,2
58,31,2,31,0,2
45,30,3,31,0,2
57,27,4,32,0,2
4,34,9,35,0,2
10,37,5,37,0,2
7,39,6,42,0,2
52,39,7,48,0,2
19,38,11,49,0,2
35,25,1,29,0,3
38,25,8,29,0,3
56,25,2,31,0,3
14,24,3,31,0,3
15,24,4,32,0,3
25,34,9,35,0,3
24,37,5,37,0,3
26,37,6,42,0,3
27,37,7,48,0,3
29,37,11,49,0,3
16,24,1,29,1,0
49,24,3,31,1,0
36,34,9,35,1,0
44,37,5,37,1,0
33,36,7,48,1,0
43,36,11,49,1,0
9,23,1,29,1,1
23,23,3,31,1,1
8,22,4,32,1,1
1,33,5,37,1,1
6,33,6,42,1,1
17,33,7,48,1,1
13,22,1,29,1,2
21,22,8,29,1,2
47,22,2,31,1,2
53,22,3,31,1,2
32,33,5,37,1,2
34,33,6,42,1,2
37,33,7,48,1,2
39,33,9,35,1,3
48,33,5,37,1,3
59,33,6,42,1,3
