subjects,number_student,rooms,num_seat,day,section
1,20,7,20,0,0
12,23,9,23,0,0
16,30,10,30,0,0
9,31,1,31,0,0
34,32,11,32,0,0
28,38,2,38,0,0
5,39,3,48,0,0
49,23,9,23,0,1
45,30,10,30,0,1
22,31,5,32,0,1
52,31,11,32,0,1
19,39,0,44,0,1
27,39,4,47,0,1
35,38,3,48,0,1
38,22,9,23,0,2
8,29,10,30,0,2
11,29,5,32,0,2
13,29,6,32,0,2
18,29,11,32,0,2
53,38,2,38,0,2
56,38,4,47,0,2
57,38,3,48,0,2
17,21,9,23,0,3
21,29,10,30,0,3
25,29,1,31,0,3
29,28,5,32,0,3
32,28,6,32,0,3
42,28,11,32,0,3
10,37,2,38,0,3
41,37,0,44,0,3
43,37,4,47,0,3
46,28,10,30,1,0
58,28,1,31,1,0
55,27,6,32,1,0
2,26,11,32,1,0
54,37,2,38,1,0
6,36,0,44,1,0
23,36,4,47,1,0
40,36,3,48,1,0
3,26,10,30,1,1
14,26,1,31,1,1
20,26,5,32,1,1
59,26,11,32,1,1
47,36,2,38,1,1
4,35,4,47,1,1
26,35,3,48,1,1
0,25,10,30,1,2
7,25,1,31,1,2
31,25,5,32,1,2
44,25,6,32,1,2
15,34,4,47,1,2
30,34,3,48,1,2
36,21,9,23,1,3
24,24,10,30,1,3
50,24,1,31,1,3
39,21,5,32,1,3
33,34,2,38,1,3
48,34,0,44,1,3
51,34,4,47,1,3
37,33,3,48,1,3
