subjects,number_student,rooms,num_seat,day,section
8,31,6,31,0,0
0,34,0,34,0,0
33,36,7,36,0,0
26,38,9,38,0,0
10,39,14,39,0,0
38,40,3,40,0,0
67,40,4,42,0,0
68,40,13,42,0,0
17,39,1,43,0,0
44,39,8,43,0,0
69,39,2,47,0,0
7,29,5,29,0,1
39,36,7,36,0,1
55,38,9,38,0,1
34,37,14,39,0,1
54,37,3,40,0,1
66,36,1,43,0,1
13,35,8,43,0,1
16,35,15,46,0,1
37,35,2,47,0,1
1,20,11,20,0,2
50,29,5,29,0,2
21,30,10,30,0,2
14,31,6,31,0,2
6,34,0,34,0,2
46,35,7,36,0,2
40,34,9,38,0,2
52,34,12,38,0,2
24,33,3,40,0,2
48,33,4,42,0,2
56,33,13,42,0,2
2,32,1,43,0,2
4,32,8,43,0,2
47,31,15,46,0,2
61,31,2,47,0,2
12,20,11,20,0,3
9,28,5,29,0,3
63,30,10,30,0,3
15,28,6,31,0,3
19,28,0,34,0,3
29,28,7,36,0,3
53,28,9,38,0,3
60,28,12,38,0,3
3,26,14,39,0,3
23,26,3,40,0,3
32,26,4,42,0,3
49,26,1,43,0,3
65,26,8,43,0,3
20,25,15,46,0,3
31,25,2,47,0,3
18,20,11,20,1,0
42,25,5,29,1,0
45,25,10,30,1,0
57,25,6,31,1,0
62,25,0,34,1,0
64,25,9,38,1,0
11,24,3,40,1,0
25,24,8,43,1,0
43,24,10,30,1,1
5,23,6,31,1,1
41,23,0,34,1,1
27,21,7,36,1,1
30,21,9,38,1,1
35,21,12,38,1,1
51,21,14,39,1,1
59,21,3,40,1,1
22,20,4,42,1,1
28,20,13,42,1,1
36,20,1,43,1,1
58,20,15,46,1,1
