subjects,number_student,rooms,num_seat,day,section
0,24,12,24,0,0
12,25,13,25,0,0
13,30,18,30,0,0
1,31,0,31,0,0
3,33,15,33,0,0
19,34,8,34,0,0
41,34,16,34,0,0
18,37,17,37,0,0
36,40,4,42,0,0
67,40,10,42,0,0
72,40,11,43,0,0
10,39,19,44,0,0
20,26,3,26,0,1
46,30,18,30,0,1
53,31,0,31,0,1
44,33,2,33,0,1
50,33,15,33,0,1
47,34,8,34,0,1
37,32,16,34,0,1
2,36,14,36,0,1
27,37,17,37,0,1
34,38,6,38,0,1
42,39,4,42,0,1
62,39,11,43,0,1
71,39,7,44,0,1
77,39,5,48,0,1
6,20,9,20,0,2
7,24,12,24,0,2
24,26,3,26,0,2
55,30,18,30,0,2
23,29,0,31,0,2
40,32,2,33,0,2
59,32,15,33,0,2
65,32,8,34,0,2
32,37,17,37,0,2
51,38,6,38,0,2
57,38,4,42,0,2
73,38,10,42,0,2
70,37,11,43,0,2
5,36,7,44,0,2
49,36,19,44,0,2
56,36,1,45,0,2
74,36,5,48,0,2
16,20,9,20,0,3
9,24,12,24,0,3
14,25,13,25,0,3
61,26,3,26,0,3
43,29,18,30,0,3
58,28,0,31,0,3
64,28,2,33,0,3
17,27,15,33,0,3
22,27,8,34,0,3
33,27,16,34,0,3
75,36,14,36,0,3
35,35,17,37,0,3
52,35,6,38,0,3
38,27,4,42,0,3
63,26,10,42,0,3
79,26,11,43,0,3
45,25,7,44,0,3
60,25,19,44,0,3
4,23,1,45,0,3
26,23,5,48,0,3
76,20,9,20,1,0
28,23,3,26,1,0
30,23,0,31,1,0
31,23,15,33,1,0
39,23,8,34,1,0
66,23,16,34,1,0
78,23,17,37,1,0
8,22,6,38,1,0
11,22,10,42,1,0
29,22,7,44,1,0
48,22,1,45,1,0
54,22,13,25,1,1
15,21,3,26,1,1
21,21,18,30,1,1
25,21,0,31,1,1
68,21,2,33,1,1
69,21,8,34,1,1
