subjects,number_student,rooms,num_seat,day,section
14,22,7,22,0,0
16,26,9,26,0,0
30,28,6,28,0,0
7,32,1,32,0,0
32,40,5,47,0,0
40,40,0,48,0,0
34,26,8,26,0,1
12,25,9,26,0,1
22,32,1,32,0,1
29,35,3,35,0,1
3,36,2,36,0,1
49,40,5,47,0,1
1,39,0,48,0,1
37,22,7,22,0,2
20,25,8,26,0,2
25,25,9,26,0,2
48,28,6,28,0,2
28,32,1,32,0,2
42,32,3,35,0,2
19,36,2,36,0,2
44,36,4,36,0,2
6,39,5,47,0,2
21,39,0,48,0,2
31,25,8,26,0,3
33,25,9,26,0,3
0,27,6,28,0,3
39,31,1,32,0,3
41,31,3,35,0,3
8,30,2,36,0,3
38,39,5,47,0,3
47,38,0,48,0,3
15,21,7,22,1,0
36,25,8,26,1,0
2,27,1,32,1,0
45,25,3,35,1,0
4,24,2,36,1,0
10,24,4,36,1,0
5,37,5,47,1,0
11,37,0,48,1,0
43,21,7,22,1,1
9,23,6,28,1,1
18,23,1,32,1,1
26,23,3,35,1,1
27,23,2,36,1,1
17,37,5,47,1,1
13,20,7,22,1,2
23,37,5,47,1,2
24,37,0,48,1,2
35,37,5,47,2,0
46,37,0,48,2,0
