subjects,number_student,rooms,num_seat,day,section
14,20,14,20,0,0
6,22,3,22,0,0
16,23,17,23,0,0
7,27,16,27,0,0
29,32,15,32,0,0
17,36,13,36,0,0
1,38,9,38,0,0
0,39,11,39,0,0
37,40,19,40,0,0
4,39,12,42,0,0
65,39,10,45,0,0
78,39,5,46,0,0
22,20,14,20,0,1
18,22,3,22,0,1
27,22,6,22,0,1
20,23,17,23,0,1
23,25,7,25,0,1
25,25,18,25,0,1
32,26,8,26,0,1
13,30,1,30,0,1
60,32,15,32,0,1
2,38,11,39,0,1
5,38,5,46,0,1
66,38,0,48,0,1
67,38,2,49,0,1
8,37,4,50,0,1
57,22,3,22,0,2
61,22,6,22,0,2
24,23,17,23,0,2
33,25,7,25,0,2
35,25,18,25,0,2
42,26,8,26,0,2
10,27,16,27,0,2
44,30,1,30,0,2
73,32,15,32,0,2
36,36,13,36,0,2
48,37,9,38,0,2
76,36,11,39,0,2
3,35,19,40,0,2
31,35,12,42,0,2
43,35,10,45,0,2
62,35,5,46,0,2
9,34,0,48,0,2
39,34,2,49,0,2
41,34,4,50,0,2
26,20,14,20,0,3
59,21,6,22,0,3
30,23,17,23,0,3
51,25,18,25,0,3
70,26,8,26,0,3
19,27,16,27,0,3
45,30,1,30,0,3
11,29,15,32,0,3
47,34,13,36,0,3
50,34,9,38,0,3
68,34,11,39,0,3
69,34,19,40,0,3
75,34,12,42,0,3
77,34,10,45,0,3
15,33,5,46,0,3
28,33,0,48,0,3
49,33,2,49,0,3
64,33,4,50,0,3
40,20,3,22,1,0
55,23,17,23,1,0
72,25,7,25,1,0
79,25,18,25,1,0
12,29,1,30,1,0
52,29,15,32,1,0
53,29,13,36,1,0
63,29,9,38,1,0
71,29,11,39,1,0
21,28,12,42,1,0
34,28,10,45,1,0
74,28,5,46,1,0
38,24,0,48,1,0
46,24,2,49,1,0
54,20,14,20,1,1
56,24,7,25,1,1
58,24,16,27,1,1
