subjects,number_student,rooms,num_seat,day,section
18,20,5,20,0,0
40,27,12,27,0,0
13,28,14,28,0,0
4,36,3,36,0,0
2,37,4,37,0,0
3,38,9,38,0,0
32,40,13,41,0,0
50,40,11,44,0,0
59,40,10,46,0,0
8,39,6,50,0,0
45,27,12,27,0,1
26,28,1,28,0,1
21,36,3,36,0,1
24,38,9,38,0,1
25,39,2,41,0,1
29,39,13,41,0,1
33,39,7,44,0,1
34,39,10,46,0,1
37,39,8,49,0,1
47,39,6,50,0,1
35,20,5,20,0,2
17,21,15,21,0,2
22,26,12,27,0,2
38,28,1,28,0,2
30,26,14,28,0,2
49,35,0,35,0,2
27,36,3,36,0,2
15,37,4,37,0,2
41,38,9,38,0,2
66,39,2,41,0,2
53,38,13,41,0,2
36,37,7,44,0,2
43,37,11,44,0,2
48,37,10,46,0,2
61,37,8,49,0,2
63,36,6,50,0,2
39,20,5,20,0,3
23,21,15,21,0,3
52,26,12,27,0,3
69,26,1,28,0,3
19,25,14,28,0,3
10,34,0,35,0,3
11,34,3,36,0,3
54,34,9,38,0,3
5,33,13,41,0,3
12,33,7,44,0,3
16,33,11,44,0,3
56,32,10,46,0,3
60,32,8,49,0,3
28,30,6,50,0,3
31,25,1,28,1,0
42,24,14,28,1,0
67,30,0,35,1,0
68,30,9,38,1,0
0,29,13,41,1,0
1,29,11,44,1,0
7,29,8,49,1,0
57,21,15,21,1,1
64,23,12,27,1,1
6,22,1,28,1,1
9,22,14,28,1,1
14,29,0,35,1,1
20,29,3,36,1,1
51,29,4,37,1,1
62,29,9,38,1,1
44,22,13,41,1,1
46,22,7,44,1,1
55,22,11,44,1,1
65,21,8,49,1,1
58,20,6,50,1,1
