subjects,number_student,rooms,num_seat,day,section
1,26,2,26,0,0
2,32,6,32,0,0
32,33,3,33,0,0
3,40,4,44,0,0
24,40,7,44,0,0
7,39,8,48,0,0
9,39,1,49,0,0
45,26,2,26,0,1
4,32,6,32,0,1
37,33,3,33,0,1
46,33,9,33,0,1
22,39,5,40,0,1
27,39,4,44,0,1
28,39,0,48,0,1
41,39,8,48,0,1
15,25,2,26,0,2
29,32,6,32,0,2
31,32,3,33,0,2
42,38,5,40,0,2
26,37,4,44,0,2
43,37,7,44,0,2
0,36,0,48,0,2
13,36,8,48,0,2
16,36,1,49,0,2
17,24,2,26,0,3
38,32,3,33,0,3
19,36,5,40,0,3
25,36,4,44,0,3
40,36,7,44,0,3
49,36,0,48,0,3
21,35,8,48,0,3
33,30,1,49,0,3
48,30,3,33,1,0
18,29,9,33,1,0
30,29,0,48,1,0
35,28,8,48,1,0
39,27,1,49,1,0
34,24,2,26,1,1
8,23,6,32,1,1
10,23,3,33,1,1
11,23,9,33,1,1
14,23,5,40,1,1
20,23,7,44,1,1
47,23,8,48,1,1
23,22,1,49,1,1
5,20,6,32,1,2
6,20,9,33,1,2
12,20,5,40,1,2
36,20,4,44,1,2
44,20,7,44,1,2
