subjects,number_student,rooms,num_seat,day,section
22,21,4,21,0,0
12,22,12,22,0,0
4,24,1,24,0,0
0,29,8,29,0,0
21,37,2,37,0,0
52,38,11,38,0,0
14,40,10,43,0,0
32,40,5,44,0,0
50,40,9,46,0,0
61,40,7,48,0,0
35,21,4,21,0,1
42,22,12,22,0,1
20,23,13,23,0,1
7,26,0,26,0,1
40,28,3,28,0,1
38,37,2,37,0,1
45,37,11,38,0,1
23,39,10,43,0,1
30,39,5,44,0,1
53,39,9,46,0,1
49,21,4,21,0,2
69,21,12,22,0,2
17,20,13,23,0,2
24,20,15,23,0,2
39,24,1,24,0,2
34,26,0,26,0,2
67,28,3,28,0,2
3,27,14,28,0,2
56,29,8,29,0,2
19,31,6,31,0,2
66,37,2,37,0,2
10,36,11,38,0,2
55,39,10,43,0,2
68,39,5,44,0,2
54,36,9,46,0,2
26,20,4,21,0,3
29,20,12,22,0,3
37,20,13,23,0,3
43,20,15,23,0,3
27,25,0,26,0,3
5,27,3,28,0,3
6,27,14,28,0,3
9,27,8,29,0,3
58,31,6,31,0,3
57,36,2,37,0,3
2,35,11,38,0,3
18,35,10,43,0,3
28,35,9,46,0,3
1,34,7,48,0,3
65,24,1,24,1,0
15,27,3,28,1,0
48,34,2,37,1,0
13,33,11,38,1,0
25,33,10,43,1,0
31,33,9,46,1,0
47,25,0,26,1,1
16,27,3,28,1,1
51,27,14,28,1,1
62,31,6,31,1,1
33,33,2,37,1,1
36,33,11,38,1,1
41,33,10,43,1,1
44,33,5,44,1,1
8,32,7,48,1,1
63,27,3,28,1,2
64,32,2,37,1,2
11,30,10,43,1,2
46,30,9,46,1,2
59,30,6,31,1,3
60,30,2,37,1,3
