subjects,number_student,rooms,num_seat,day,section
3,24,5,24,0,0
15,24,6,24,0,0
19,39,2,42,0,0
31,39,4,42,0,0
36,36,0,45,0,0
26,24,5,24,0,1
27,24,6,24,0,1
10,34,7,36,0,1
20,34,2,42,0,1
22,33,4,42,0,1
34,33,0,45,0,1
12,31,1,45,0,1
16,31,3,47,0,1
28,24,5,24,0,2
1,23,6,24,0,2
24,31,7,36,0,2
2,30,2,42,0,2
8,30,4,42,0,2
5,29,0,45,0,2
30,29,1,45,0,2
9,22,5,24,0,3
11,22,6,24,0,3
32,29,7,36,0,3
35,29,2,42,0,3
38,29,4,42,0,3
14,28,0,45,0,3
25,28,3,47,0,3
7,21,6,24,1,0
39,28,4,42,1,0
4,27,0,45,1,0
0,26,3,47,1,0
29,21,5,24,1,1
37,20,6,24,1,1
6,26,7,36,1,1
13,26,2,42,1,1
17,26,0,45,1,1
18,26,1,45,1,1
21,25,3,47,1,1
23,25,2,42,1,2
33,25,4,42,1,2
