subjects,number_student,rooms,num_seat,day,section
17,27,2,27,0,0
24,33,8,33,0,0
7,35,1,35,0,0
2,40,3,47,0,0
11,40,5,48,0,0
22,40,6,50,0,0
32,21,10,21,0,1
8,23,7,23,0,1
27,27,2,27,0,1
59,27,9,27,0,1
57,33,8,33,0,1
56,35,1,35,0,1
41,40,4,42,0,1
47,40,0,44,0,1
1,39,11,46,0,1
9,39,3,47,0,1
54,21,10,21,0,2
21,23,7,23,0,2
38,26,2,27,0,2
49,26,9,27,0,2
3,32,8,33,0,2
31,39,4,42,0,2
34,39,0,44,0,2
45,39,11,46,0,2
6,38,3,47,0,2
15,38,5,48,0,2
20,37,6,50,0,2
52,20,10,21,0,3
25,23,7,23,0,3
13,25,2,27,0,3
26,25,9,27,0,3
23,32,8,33,0,3
0,34,1,35,0,3
28,37,4,42,0,3
35,37,11,46,0,3
36,37,5,48,0,3
37,37,6,50,0,3
33,22,7,23,1,0
30,25,2,27,1,0
46,25,9,27,1,0
50,32,8,33,1,0
29,34,1,35,1,0
39,37,4,42,1,0
40,37,3,47,1,0
42,37,6,50,1,0
53,20,10,21,1,1
10,24,2,27,1,1
4,31,8,33,1,1
48,37,4,42,1,1
58,37,0,44,1,1
43,34,11,46,1,1
5,31,8,33,1,2
55,34,1,35,1,2
19,31,4,42,1,2
12,30,0,44,1,2
16,30,11,46,1,2
18,30,3,47,1,2
44,30,6,50,1,2
51,30,8,33,1,3
14,28,1,35,1,3
