subjects,number_student,rooms,num_seat,day,section
31,39,4,43,0,2
12,38,6,48,0,3
32,25,5,36,0,3
0,31,0,50,1,0
27,35,4,43,1,1
1,23,5,36,1,2
6,40,0,50,1,2
14,35,6,48,1,2
15,33,0,50,1,3
17,35,1,50,1,3
9,37,6,48,2,0
24,22,4,43,2,0
33,20,0,50,2,0
38,27,5,36,2,0
30,37,3,42,2,1
8,30,1,50,2,3
28,28,6,48,2,3
35,29,5,36,2,3
39,34,3,42,2,3
2,40,4,43,3,2
10,31,0,50,3,3
20,23,1,50,3,3
36,39,4,43,3,3
19,26,1,50,4,1
7,22,6,48,4,2
16,24,2,30,4,3
18,33,0,50,4,3
29,38,0,50,5,0
37,34,6,48,5,0
21,25,0,50,5,1
22,20,4,43,5,2
23,35,1,50,5,2
25,33,6,48,5,2
4,27,5,36,5,3
13,31,6,48,5,3
26,37,1,50,5,3
5,37,1,50,6,0
3,34,4,43,6,1
11,35,0,50,6,1
34,28,5,36,6,1
