subjects,number_student,rooms,num_seat,day,section
3,34,5,34,0,0
10,38,7,40,0,0
16,25,4,31,0,0
17,21,0,28,0,0
19,32,6,33,0,0
25,20,3,20,0,0
32,35,2,36,0,0
33,24,1,24,0,0
1,24,1,24,0,1
4,34,5,34,0,1
23,35,2,36,0,1
26,24,0,28,0,1
27,30,6,33,0,1
28,20,3,20,0,1
29,38,7,40,0,1
37,27,4,31,0,1
8,40,7,40,0,2
9,28,6,33,0,2
11,29,2,36,0,2
14,24,1,24,0,2
18,26,0,28,0,2
24,31,5,34,0,2
36,23,4,31,0,2
6,39,7,40,0,3
12,22,1,24,0,3
13,33,6,33,0,3
15,36,2,36,0,3
21,34,5,34,0,3
30,23,0,28,0,3
34,20,3,20,0,3
35,30,4,31,0,3
0,29,5,34,1,0
20,38,7,40,1,0
31,26,2,36,1,0
2,26,0,28,1,1
5,34,5,34,1,1
7,39,7,40,1,1
22,35,2,36,1,1
38,31,4,31,1,1
39,32,6,33,1,1
