subjects,number_student,rooms,num_seat,day,section
7,30,0,42,0,0
26,28,4,29,0,0
29,22,3,29,0,0
21,33,0,42,0,1
34,39,7,43,0,2
39,31,0,42,0,2
9,29,0,42,0,3
25,23,4,29,0,3
23,21,5,46,1,1
5,40,0,42,1,2
24,36,7,43,1,2
36,23,2,32,1,2
18,22,0,42,1,3
33,32,5,46,1,3
3,39,7,43,2,0
30,39,0,42,2,0
22,38,5,46,2,1
31,28,1,39,2,1
10,36,7,43,2,2
2,31,7,43,2,3
14,23,2,32,2,3
17,34,0,42,3,1
12,34,1,39,3,2
27,36,0,42,3,2
32,31,5,46,3,3
16,38,0,42,4,0
15,32,0,42,4,1
37,24,4,29,4,1
11,38,5,46,4,2
8,34,5,46,4,3
19,34,7,43,4,3
38,29,3,29,4,3
0,23,1,39,5,2
1,33,7,43,5,3
20,31,5,46,6,0
6,20,4,29,6,1
13,20,5,46,6,1
28,23,3,29,6,1
35,24,2,32,6,1
4,37,5,46,6,2
