subjects,number_student,rooms,num_seat,day,section
9,26,2,49,0,0
13,30,1,33,0,0
19,37,6,43,0,0
26,23,0,23,0,0
29,37,7,45,0,0
33,28,3,28,0,0
0,25,3,28,0,1
15,38,6,43,0,1
20,34,7,45,0,1
22,31,1,33,0,1
35,33,2,49,0,1
36,29,4,33,0,1
38,23,0,23,0,1
5,23,0,23,0,2
8,36,2,49,0,2
10,31,4,33,0,2
18,28,3,28,0,2
23,36,7,45,0,2
25,38,6,43,0,2
27,33,1,33,0,2
1,33,4,33,0,3
6,40,6,43,0,3
11,22,5,22,0,3
12,40,2,49,0,3
30,39,7,45,0,3
2,32,1,33,1,0
7,21,5,22,1,0
14,23,3,28,1,0
31,38,2,49,1,0
32,32,4,33,1,0
39,38,7,45,1,0
3,35,6,43,1,1
4,21,0,23,1,1
17,36,2,49,1,1
24,27,1,33,1,1
28,29,7,45,1,1
37,26,4,33,1,1
16,24,3,28,1,2
21,34,7,45,1,2
34,34,6,43,1,2
