subjects,number_student,rooms,num_seat,day,section
2,39,4,39,0,0
15,37,6,40,0,0
18,31,3,34,0,0
28,26,7,30,0,0
30,37,5,48,0,0
38,34,1,38,0,0
0,36,4,39,0,1
1,34,2,48,0,1
3,22,0,22,0,1
7,27,7,30,0,1
19,32,1,38,0,1
24,32,3,34,0,1
29,34,5,48,0,1
31,35,6,40,0,1
4,33,2,48,0,2
16,29,1,38,0,2
10,36,2,48,0,3
11,25,6,40,0,3
12,37,4,39,0,3
20,27,7,30,0,3
23,32,1,38,0,3
25,30,5,48,0,3
27,21,0,22,0,3
34,29,3,34,0,3
5,23,3,34,1,0
6,21,0,22,1,0
9,39,5,48,1,0
14,38,1,38,1,0
22,25,6,40,1,0
26,39,4,39,1,0
32,34,2,48,1,0
35,25,7,30,1,0
8,30,7,30,1,1
13,33,4,39,1,1
17,22,0,22,1,1
21,33,3,34,1,1
33,35,2,48,1,1
36,39,6,40,1,1
37,36,1,38,1,1
39,28,5,48,1,1
