subjects,number_student,rooms,num_seat,day,section
31,21,7,21,0,0
20,24,3,31,0,1
36,31,2,43,0,1
42,20,6,49,0,1
47,29,4,29,0,1
10,25,4,29,0,3
16,35,2,43,1,0
24,21,6,49,1,1
35,21,5,30,1,1
48,21,3,31,1,3
29,21,8,22,2,0
46,22,5,30,2,0
25,35,2,43,2,1
41,25,6,49,2,1
19,20,9,24,2,2
44,37,2,43,2,3
49,24,3,31,2,3
3,37,6,49,3,0
9,36,2,43,3,0
27,25,6,49,3,1
34,37,6,49,3,2
13,39,6,49,4,0
17,29,5,30,4,0
0,25,3,31,4,1
15,34,6,49,4,1
21,38,2,43,4,1
37,28,3,31,4,2
45,21,0,22,4,2
32,28,2,43,4,3
43,25,5,30,4,3
4,39,6,49,5,0
7,34,2,43,5,0
6,23,5,30,5,1
11,22,9,24,5,2
12,37,6,49,5,2
40,34,2,43,5,2
23,38,2,43,5,3
2,36,2,43,6,0
8,28,5,30,6,0
30,22,1,22,6,0
14,20,2,43,6,1
22,26,3,31,6,1
26,37,2,43,6,2
38,20,9,24,7,1
33,30,3,31,7,2
1,28,2,43,7,3
39,38,6,49,7,3
5,24,5,30,8,0
18,26,3,31,8,0
28,23,9,24,8,0
