subjects,number_student,rooms,num_seat,day,section
1,37,1,50,0,1
11,25,6,28,0,1
41,34,3,40,1,0
10,28,2,28,1,2
23,20,6,28,2,0
17,30,3,40,2,3
20,40,1,50,2,3
29,26,0,27,3,0
45,38,5,39,3,2
15,38,1,50,3,3
22,22,2,28,3,3
0,25,1,50,4,1
6,40,3,40,4,1
2,27,1,50,4,2
36,25,0,27,4,2
12,38,5,39,5,0
26,34,3,40,5,1
48,36,9,46,5,2
3,29,3,40,5,3
24,25,5,39,5,3
32,23,7,29,5,3
40,27,0,27,6,2
4,22,4,48,6,3
30,21,7,29,7,0
7,37,3,40,7,1
8,22,9,46,7,1
47,34,1,50,7,1
18,28,3,40,7,2
44,37,5,39,7,2
9,20,3,40,8,0
35,24,5,39,8,0
27,28,6,28,8,2
13,21,2,28,8,3
16,39,4,48,8,3
42,30,1,50,9,1
43,31,1,50,9,2
19,40,1,50,9,3
21,29,4,48,10,0
31,25,3,40,10,0
37,25,6,28,10,0
28,36,3,40,10,2
25,36,9,46,10,3
34,22,7,29,10,3
39,30,4,48,10,3
33,24,2,28,11,0
14,25,1,50,11,1
38,27,9,46,11,2
5,30,1,50,11,3
49,28,2,28,12,0
46,26,9,46,12,1
