subjects,number_student,rooms,num_seat,day,section
18,32,7,36,0,0
26,28,6,49,0,0
27,39,1,42,0,0
25,40,1,42,0,1
29,26,5,29,0,1
38,38,4,47,1,0
39,22,6,49,1,0
21,23,3,24,1,1
15,22,2,34,1,2
20,27,7,36,1,2
31,21,2,34,1,3
16,36,7,36,2,0
33,21,6,49,2,0
19,29,0,33,2,2
30,26,6,49,2,2
1,24,3,24,2,3
17,23,6,49,2,3
36,20,7,36,2,3
37,38,4,47,2,3
11,32,6,49,3,1
23,40,1,42,3,2
22,23,4,47,3,3
14,29,2,34,4,0
9,24,5,29,4,1
35,29,2,34,4,2
34,21,3,24,4,3
7,26,4,47,5,0
13,35,1,42,5,2
28,37,4,47,5,2
4,39,4,47,5,3
5,34,2,34,5,3
2,36,7,36,6,1
6,36,6,49,6,1
24,26,2,34,6,1
3,33,2,34,6,2
0,22,1,42,6,3
8,34,6,49,6,3
10,26,2,34,7,1
12,33,6,49,7,1
32,27,1,42,7,1
