subjects,number_student,rooms,num_seat,day,section
5,36,7,36,0,0
29,20,6,34,0,0
7,30,5,39,0,2
24,32,7,36,0,2
46,29,0,32,0,2
21,23,7,36,0,3
28,27,6,34,0,3
44,32,0,32,1,1
17,30,6,34,1,2
36,32,5,39,2,0
2,35,2,42,2,1
31,32,9,49,2,1
34,20,8,26,2,1
40,26,0,32,2,1
22,26,0,32,2,2
43,34,2,42,2,2
42,30,6,34,2,3
15,27,2,42,3,0
9,26,3,28,3,2
18,40,2,42,3,2
33,36,5,39,3,2
4,24,6,34,4,0
8,40,2,42,4,1
39,29,2,42,4,2
41,21,5,39,4,2
26,35,7,36,4,3
35,32,7,36,5,0
11,21,6,34,5,3
37,21,2,42,5,3
3,30,5,39,6,0
19,38,9,49,6,0
45,20,4,24,6,0
16,22,5,39,6,2
0,36,2,42,6,3
48,34,5,39,7,0
12,28,9,49,7,1
13,26,8,26,7,1
6,26,9,49,7,2
25,23,8,26,7,2
47,37,2,42,7,3
10,40,2,42,8,0
14,30,6,34,8,0
1,40,9,49,8,1
27,39,5,39,8,2
20,21,4,24,8,3
38,21,0,32,9,0
49,31,5,39,9,3
23,28,3,28,10,0
30,31,0,32,10,0
32,34,6,34,10,0
