subjects,number_student,rooms,num_seat,day,section
5,27,4,34,0,0
7,27,2,37,0,0
15,26,1,39,0,0
31,24,5,31,0,0
18,28,4,34,0,1
20,31,5,31,0,1
28,20,6,21,0,1
32,23,1,39,0,1
35,36,2,37,0,1
37,38,3,41,0,1
0,39,1,39,0,2
2,38,3,41,0,2
3,33,4,34,0,2
17,35,2,37,0,2
25,20,6,21,0,2
38,28,5,31,0,2
26,33,4,34,0,3
27,33,3,41,0,3
30,31,5,31,0,3
9,33,1,39,1,0
11,36,2,37,1,0
12,38,3,41,1,0
22,32,4,34,1,0
33,23,5,31,1,0
1,31,1,39,1,1
6,40,3,41,1,1
10,22,4,34,1,1
14,37,2,37,1,1
13,33,1,39,1,2
19,21,5,31,1,2
21,21,0,21,1,2
29,35,2,37,1,2
36,34,4,34,1,2
39,35,3,41,1,2
4,39,3,41,1,3
8,28,4,34,1,3
16,31,5,31,1,3
23,20,6,21,1,3
24,36,1,39,1,3
34,32,2,37,1,3
