subjects,number_student,rooms,num_seat,day,section
2,23,5,35,0,0
11,22,3,22,0,0
14,27,1,38,0,0
15,24,2,25,0,0
20,29,6,37,0,0
35,26,4,39,0,0
37,40,0,45,0,0
39,28,7,28,0,0
1,21,3,22,0,1
13,38,4,39,0,1
16,35,1,38,0,1
22,35,5,35,0,1
23,36,6,37,0,1
28,23,7,28,0,1
31,40,0,45,0,1
32,25,2,25,0,1
0,26,0,45,0,2
10,28,6,37,0,2
19,27,5,35,0,2
21,20,2,25,0,2
27,20,3,22,0,2
30,24,7,28,0,2
33,26,4,39,0,2
36,27,1,38,0,2
4,35,0,45,0,3
5,28,6,37,0,3
6,24,7,28,0,3
7,34,5,35,0,3
8,38,4,39,0,3
12,21,3,22,0,3
24,38,1,38,0,3
38,25,2,25,0,3
3,29,0,45,1,0
9,24,2,25,1,0
17,28,7,28,1,0
18,21,3,22,1,0
25,33,4,39,1,0
26,34,5,35,1,0
29,34,6,37,1,0
34,34,1,38,1,0
