subjects,number_student,rooms,num_seat,day,section
5,20,12,20,0,0
7,20,14,20,0,0
4,23,15,24,0,0
17,33,8,33,0,0
33,36,1,36,0,0
48,36,3,36,0,0
76,36,11,36,0,0
12,39,7,39,0,0
0,40,16,40,0,0
40,40,10,43,0,0
49,40,0,47,0,0
51,40,19,47,0,0
71,40,5,48,0,0
8,20,12,20,0,1
60,20,14,20,0,1
15,23,9,23,0,1
27,23,4,24,0,1
32,23,13,24,0,1
44,23,15,24,0,1
3,22,18,24,0,1
47,33,6,33,0,1
70,33,8,33,0,1
77,36,3,36,0,1
19,39,7,39,0,1
73,40,17,45,0,1
24,39,0,47,0,1
55,39,19,47,0,1
2,38,5,48,0,1
66,20,12,20,0,2
68,20,14,20,0,2
61,22,2,23,0,2
29,21,4,24,0,2
67,21,15,24,0,2
72,21,18,24,0,2
74,33,6,33,0,2
9,32,8,33,0,2
78,36,1,36,0,2
1,35,3,36,0,2
21,35,11,36,0,2
25,38,7,39,0,2
57,38,16,40,0,2
35,37,10,43,0,2
75,37,0,47,0,2
23,35,19,47,0,2
6,34,5,48,0,2
13,32,6,33,0,3
28,32,8,33,0,3
38,34,1,36,0,3
58,34,3,36,0,3
64,34,11,36,0,3
31,32,7,39,0,3
46,32,16,40,0,3
65,32,17,45,0,3
26,31,0,47,0,3
63,31,19,47,0,3
22,30,5,48,0,3
36,30,8,33,1,0
42,30,1,36,1,0
16,29,3,36,1,0
20,29,7,39,1,0
39,29,0,47,1,0
45,29,5,48,1,0
53,29,6,33,1,1
79,29,11,36,1,1
10,28,10,43,1,1
11,28,17,45,1,1
34,28,0,47,1,1
41,28,19,47,1,1
52,28,5,48,1,1
14,27,1,36,1,2
30,27,3,36,1,2
37,27,11,36,1,2
43,27,7,39,1,2
54,27,16,40,1,2
56,27,10,43,1,2
69,27,17,45,1,2
59,26,0,47,1,2
62,26,19,47,1,2
18,25,6,33,1,3
50,25,1,36,1,3
