subjects,number_student,rooms,num_seat,day,section
4,23,11,23,0,0
50,23,17,23,0,0
12,34,6,34,0,0
20,37,19,37,0,0
6,40,0,40,0,0
27,40,7,40,0,0
110,40,10,46,0,0
174,40,18,47,0,0
191,40,4,49,0,0
10,39,12,49,0,0
15,39,3,50,0,0
52,20,1,20,0,1
54,23,11,23,0,1
98,23,17,23,0,1
14,31,2,31,0,1
9,32,5,32,0,1
3,33,16,33,0,1
17,34,6,34,0,1
49,37,19,37,0,1
45,39,0,40,0,1
55,39,7,40,0,1
73,39,8,40,0,1
103,39,9,40,0,1
107,39,10,46,0,1
147,39,18,47,0,1
162,39,4,49,0,1
165,39,12,49,0,1
184,39,14,50,0,1
104,23,11,23,0,2
154,23,17,23,0,2
16,31,2,31,0,2
32,32,5,32,0,2
24,33,16,33,0,2
29,34,6,34,0,2
1,36,13,36,0,2
74,37,19,37,0,2
197,39,0,40,0,2
7,38,7,40,0,2
18,38,8,40,0,2
38,38,9,40,0,2
88,38,15,41,0,2
102,38,10,46,0,2
109,38,18,47,0,2
111,38,4,49,0,2
112,38,12,49,0,2
148,38,3,50,0,2
160,38,14,50,0,2
58,20,1,20,0,3
157,23,11,23,0,3
190,23,17,23,0,3
37,31,2,31,0,3
66,32,5,32,0,3
25,33,16,33,0,3
34,34,6,34,0,3
80,36,13,36,0,3
79,37,19,37,0,3
176,38,0,40,0,3
180,37,7,40,0,3
193,37,8,40,0,3
198,37,9,40,0,3
94,36,15,41,0,3
97,36,10,46,0,3
121,36,18,47,0,3
129,36,4,49,0,3
132,36,12,49,0,3
135,36,3,50,0,3
170,36,14,50,0,3
83,31,2,31,1,0
87,31,5,32,1,0
39,34,6,34,1,0
5,35,19,37,1,0
31,35,0,40,1,0
33,35,7,40,1,0
41,35,9,40,1,0
63,35,15,41,1,0
125,35,4,49,1,0
126,35,12,49,1,0
138,35,14,50,1,0
69,20,1,20,1,1
23,22,11,23,1,1
70,22,17,23,1,1
90,31,2,31,1,1
100,31,5,32,1,1
44,34,6,34,1,1
139,35,13,36,1,1
153,35,19,37,1,1
194,35,0,40,1,1
91,34,7,40,1,1
128,34,9,40,1,1
166,34,15,41,1,1
171,34,10,46,1,1
47,33,18,47,1,1
61,33,4,49,1,1
92,33,3,50,1,1
113,33,14,50,1,1
93,20,1,20,1,2
119,22,11,23,1,2
133,22,17,23,1,2
101,31,2,31,1,2
134,31,5,32,1,2
142,33,16,33,1,2
143,33,13,36,1,2
167,33,19,37,1,2
173,33,0,40,1,2
195,33,8,40,1,2
151,31,9,40,1,2
181,31,15,41,1,2
189,31,10,46,1,2
0,30,18,47,1,2
8,30,4,49,1,2
22,30,3,50,1,2
26,30,14,50,1,2
106,20,1,20,1,3
136,22,11,23,1,3
145,22,17,23,1,3
57,30,2,31,1,3
60,30,5,32,1,3
62,30,16,33,1,3
76,30,6,34,1,3
85,30,13,36,1,3
86,30,19,37,1,3
89,30,0,40,1,3
95,30,7,40,1,3
105,30,8,40,1,3
116,30,9,40,1,3
159,30,15,41,1,3
179,30,10,46,1,3
2,29,18,47,1,3
13,29,4,49,1,3
19,29,12,49,1,3
35,29,3,50,1,3
68,29,14,50,1,3
169,22,11,23,2,0
172,22,17,23,2,0
72,29,2,31,2,0
84,29,5,32,2,0
120,29,16,33,2,0
140,29,19,37,2,0
156,29,0,40,2,0
163,29,15,41,2,0
11,28,4,49,2,0
21,28,12,49,2,0
42,28,14,50,2,0
118,20,1,20,2,1
178,22,11,23,2,1
187,22,17,23,2,1
46,28,2,31,2,1
51,28,5,32,2,1
78,28,16,33,2,1
108,28,6,34,2,1
114,28,13,36,2,1
115,28,0,40,2,1
192,28,7,40,2,1
28,27,8,40,2,1
40,27,9,40,2,1
59,27,15,41,2,1
65,27,10,46,2,1
71,27,18,47,2,1
99,27,12,49,2,1
127,27,3,50,2,1
36,21,17,23,2,2
137,27,16,33,2,2
164,27,6,34,2,2
175,27,13,36,2,2
196,27,19,37,2,2
43,26,0,40,2,2
48,26,7,40,2,2
53,26,8,40,2,2
67,26,9,40,2,2
75,26,15,41,2,2
81,26,10,46,2,2
122,26,18,47,2,2
183,26,4,49,2,2
185,26,12,49,2,2
199,26,3,50,2,2
30,25,14,50,2,2
124,20,1,20,2,3
56,21,11,23,2,3
144,25,2,31,2,3
146,25,5,32,2,3
150,25,6,34,2,3
155,25,13,36,2,3
158,25,19,37,2,3
161,25,0,40,2,3
186,25,7,40,2,3
96,24,8,40,2,3
123,24,9,40,2,3
130,24,15,41,2,3
168,24,10,46,2,3
188,24,18,47,2,3
64,21,4,49,2,3
77,21,12,49,2,3
82,21,3,50,2,3
117,21,14,50,2,3
141,20,1,20,3,0
131,21,11,23,3,0
149,21,17,23,3,0
152,21,5,32,3,0
182,21,19,37,3,0
177,20,7,40,3,0
