subjects,number_student,rooms,num_seat,day,section
14,27,3,27,0,0
38,30,6,30,0,0
13,39,0,42,0,0
19,39,7,44,0,0
27,39,5,47,0,0
34,39,4,48,0,0
16,38,2,49,0,0
33,37,0,42,0,1
6,36,7,44,0,1
15,36,5,47,0,1
39,36,4,48,0,1
2,35,2,49,0,1
3,29,6,30,0,2
10,33,1,33,0,2
4,34,0,42,0,2
11,34,7,44,0,2
5,32,5,47,0,2
37,32,4,48,0,2
24,31,2,49,0,2
17,27,3,27,0,3
30,29,6,30,0,3
25,31,1,33,0,3
26,31,0,42,0,3
32,29,7,44,0,3
36,29,4,48,0,3
0,28,2,49,0,3
8,28,1,33,1,0
28,28,0,42,1,0
35,28,7,44,1,0
18,27,5,47,1,0
12,26,4,48,1,0
31,26,2,49,1,0
22,25,6,30,1,1
9,24,0,42,1,1
21,24,7,44,1,1
23,24,5,47,1,1
20,23,4,48,1,1
29,23,2,49,1,1
1,22,3,27,1,2
7,22,6,30,1,2
