subjects,number_student,rooms,num_seat,day,section
4,26,11,26,0,0
47,34,3,34,0,0
50,36,5,36,0,0
13,37,8,37,0,0
8,39,4,42,0,0
34,39,9,46,0,0
44,39,2,49,0,0
20,24,1,24,0,1
46,26,11,26,0,1
9,27,10,27,0,1
2,33,3,34,0,1
5,35,5,36,0,1
21,37,8,37,0,1
24,38,4,42,0,1
27,38,7,46,0,1
58,38,9,46,0,1
31,37,0,48,0,1
42,37,2,49,0,1
28,24,1,24,0,2
3,25,11,26,0,2
11,27,10,27,0,2
16,33,3,34,0,2
10,35,5,36,0,2
48,37,8,37,0,2
57,37,4,42,0,2
15,35,7,46,0,2
19,35,9,46,0,2
29,35,0,48,0,2
33,24,1,24,0,3
40,24,11,26,0,3
14,27,10,27,0,3
26,33,3,34,0,3
38,35,5,36,0,3
35,33,6,36,0,3
36,33,8,37,0,3
41,33,4,42,0,3
37,32,7,46,0,3
6,31,9,46,0,3
23,31,0,48,0,3
45,31,2,49,0,3
30,27,10,27,1,0
52,31,3,34,1,0
17,30,6,36,1,0
18,30,8,37,1,0
25,29,4,42,1,0
43,28,9,46,1,0
55,28,0,48,1,0
32,27,2,49,1,0
51,23,1,24,1,1
56,23,10,27,1,1
7,22,3,34,1,1
49,22,6,36,1,1
53,22,8,37,1,1
12,21,4,42,1,1
22,21,7,46,1,1
54,21,2,49,1,1
59,21,11,26,1,2
0,20,10,27,1,2
1,20,3,34,1,2
39,20,5,36,1,2
