subjects,number_student,rooms,num_seat,day,section
52,23,6,23,0,0
53,23,10,23,0,0
60,24,0,24,0,0
31,28,8,28,0,0
3,29,4,29,0,0
25,31,18,31,0,0
11,35,17,35,0,0
32,37,5,37,0,0
19,40,15,44,0,0
21,40,9,45,0,0
49,40,12,45,0,0
75,40,14,48,0,0
58,23,6,23,0,1
30,22,10,23,0,1
33,22,0,24,0,1
35,28,8,28,0,1
29,29,4,29,0,1
47,31,18,31,0,1
13,32,13,32,0,1
40,35,17,35,0,1
43,37,5,37,0,1
17,36,19,37,0,1
6,39,16,39,0,1
15,39,15,44,0,1
28,39,9,45,0,1
9,38,12,45,0,1
38,38,14,48,0,1
64,38,2,49,0,1
34,22,6,23,0,2
46,22,10,23,0,2
66,22,0,24,0,2
20,26,3,26,0,2
45,28,1,28,0,2
48,29,4,29,0,2
4,30,7,30,0,2
63,31,18,31,0,2
16,32,13,32,0,2
56,35,17,35,0,2
18,36,5,37,0,2
24,36,19,37,0,2
69,38,16,39,0,2
74,36,15,44,0,2
0,34,9,45,0,2
42,34,12,45,0,2
44,34,14,48,0,2
79,34,2,49,0,2
76,22,6,23,0,3
1,21,10,23,0,3
65,21,0,24,0,3
22,25,11,25,0,3
37,26,3,26,0,3
59,28,1,28,0,3
73,28,8,28,0,3
72,29,4,29,0,3
5,30,7,30,0,3
77,31,18,31,0,3
36,32,13,32,0,3
2,33,17,35,0,3
8,33,19,37,0,3
51,33,16,39,0,3
62,33,15,44,0,3
67,33,9,45,0,3
70,33,12,45,0,3
23,30,14,48,0,3
54,30,2,49,0,3
7,20,10,23,1,0
12,20,0,24,1,0
68,25,3,26,1,0
10,27,1,28,1,0
39,27,4,29,1,0
61,30,7,30,1,0
71,30,18,31,1,0
78,30,17,35,1,0
41,27,19,37,1,0
14,20,16,39,1,0
26,20,15,44,1,0
27,20,12,45,1,0
50,20,6,23,1,1
55,20,10,23,1,1
57,20,0,24,1,1
