subjects,number_student,rooms,num_seat,day,section
20,21,8,21,0,0
10,22,2,22,0,0
18,26,11,26,0,0
6,32,1,32,0,0
36,34,10,34,0,0
37,36,4,36,0,0
9,40,7,42,0,0
14,40,14,42,0,0
16,40,5,47,0,0
57,21,8,21,0,1
67,21,15,21,0,1
32,22,2,22,0,1
25,25,13,25,0,1
47,32,1,32,0,1
11,33,10,34,0,1
40,40,9,40,0,1
45,40,0,41,0,1
49,40,12,42,0,1
56,40,14,42,0,1
3,20,8,21,0,2
12,20,15,21,0,2
38,22,2,22,0,2
60,22,3,22,0,2
46,25,13,25,0,2
19,26,11,26,0,2
22,31,1,32,0,2
62,33,10,34,0,2
52,36,4,36,0,2
54,39,9,40,0,2
63,39,0,41,0,2
0,38,7,42,0,2
28,38,12,42,0,2
29,38,14,42,0,2
1,37,5,47,0,2
2,37,6,49,0,2
13,20,8,21,0,3
53,20,15,21,0,3
48,25,13,25,0,3
35,26,11,26,0,3
31,31,1,32,0,3
65,33,10,34,0,3
64,36,4,36,0,3
30,35,9,40,0,3
66,35,0,41,0,3
68,31,7,42,0,3
23,30,12,42,0,3
34,30,14,42,0,3
43,30,5,47,0,3
4,29,6,49,0,3
69,26,11,26,1,0
7,29,10,34,1,0
39,29,4,36,1,0
44,29,9,40,1,0
59,29,7,42,1,0
8,28,14,42,1,0
55,25,13,25,1,1
5,24,11,26,1,1
15,28,9,40,1,1
21,28,0,41,1,1
27,28,7,42,1,1
61,28,12,42,1,1
17,27,14,42,1,1
26,27,6,49,1,1
24,24,13,25,1,2
42,24,11,26,1,2
58,27,4,36,1,2
50,24,9,40,1,2
33,23,7,42,1,2
41,23,12,42,1,2
51,23,14,42,1,2
