subjects,number_student,rooms,num_seat,day,section
13,21,19,21,0,0
11,22,17,22,0,0
54,23,2,23,0,0
5,31,7,31,0,0
14,31,10,31,0,0
2,32,0,32,0,0
12,32,12,32,0,0
55,33,3,33,0,0
69,33,9,33,0,0
52,34,18,34,0,0
28,38,6,38,0,0
21,40,5,42,0,0
23,40,16,44,0,0
35,40,15,47,0,0
49,40,13,49,0,0
3,20,14,20,0,1
19,21,19,21,0,1
105,23,2,23,0,1
77,31,7,31,0,1
29,32,0,32,0,1
70,32,12,32,0,1
96,33,3,33,0,1
152,33,9,33,0,1
57,34,18,34,0,1
37,38,11,38,0,1
61,40,5,42,0,1
91,40,8,42,0,1
132,40,16,44,0,1
149,40,15,47,0,1
160,40,13,49,0,1
36,21,19,21,0,2
42,22,17,22,0,2
108,23,2,23,0,2
119,31,7,31,0,2
79,32,0,32,0,2
106,32,12,32,0,2
153,33,3,33,0,2
189,33,4,33,0,2
1,37,1,37,0,2
78,38,11,38,0,2
164,40,5,42,0,2
198,40,8,42,0,2
136,39,13,49,0,2
65,20,14,20,0,3
38,21,19,21,0,3
51,22,17,22,0,3
123,23,2,23,0,3
120,31,7,31,0,3
142,31,10,31,0,3
169,32,12,32,0,3
177,32,3,33,0,3
190,32,4,33,0,3
147,31,9,33,0,3
58,34,18,34,0,3
6,37,1,37,0,3
116,38,6,38,0,3
117,38,11,38,0,3
167,39,5,42,0,3
173,39,8,42,0,3
175,39,16,44,0,3
146,38,15,47,0,3
154,38,13,49,0,3
82,20,14,20,1,0
73,21,19,21,1,0
59,22,17,22,1,0
143,23,2,23,1,0
156,31,0,32,1,0
162,31,12,32,1,0
180,31,4,33,1,0
25,30,9,33,1,0
60,34,18,34,1,0
182,38,11,38,1,0
41,37,8,42,1,0
44,37,15,47,1,0
45,37,13,49,1,0
93,20,14,20,1,1
83,21,19,21,1,1
158,23,2,23,1,1
47,30,7,31,1,1
64,30,10,31,1,1
67,30,12,32,1,1
89,30,4,33,1,1
109,30,9,33,1,1
125,34,18,34,1,1
68,37,1,37,1,1
80,37,11,38,1,1
87,37,5,42,1,1
90,37,8,42,1,1
100,37,15,47,1,1
107,37,13,49,1,1
102,20,14,20,1,2
94,22,17,22,1,2
95,22,2,23,1,2
121,30,7,31,1,2
151,30,10,31,1,2
183,30,0,32,1,2
191,30,12,32,1,2
197,30,3,33,1,2
26,29,4,33,1,2
32,29,9,33,1,2
128,34,18,34,1,2
145,37,1,37,1,2
165,37,11,38,1,2
18,36,5,42,1,2
22,36,16,44,1,2
30,36,15,47,1,2
31,36,13,49,1,2
187,20,14,20,1,3
137,21,19,21,1,3
111,22,17,22,1,3
53,29,7,31,1,3
75,29,10,31,1,3
88,29,0,32,1,3
104,29,12,32,1,3
118,29,3,33,1,3
130,29,4,33,1,3
139,29,9,33,1,3
129,34,18,34,1,3
40,36,1,37,1,3
71,36,6,38,1,3
103,36,11,38,1,3
112,36,8,42,1,3
124,36,16,44,1,3
133,36,15,47,1,3
134,36,13,49,1,3
150,21,19,21,2,0
114,22,17,22,2,0
140,29,7,31,2,0
141,29,12,32,2,0
157,29,3,33,2,0
161,34,18,34,2,0
148,36,6,38,2,0
194,36,8,42,2,0
4,35,16,44,2,0
17,35,13,49,2,0
155,21,19,21,2,1
131,22,17,22,2,1
196,22,2,23,2,1
159,29,7,31,2,1
179,29,10,31,2,1
184,29,0,32,2,1
33,28,3,33,2,1
85,28,4,33,2,1
170,28,9,33,2,1
176,34,18,34,2,1
20,35,6,38,2,1
24,35,11,38,2,1
34,35,8,42,2,1
48,35,16,44,2,1
81,35,15,47,2,1
97,35,13,49,2,1
163,21,19,21,2,2
172,21,17,22,2,2
9,27,7,31,2,2
27,27,10,31,2,2
39,27,0,32,2,2
43,27,3,33,2,2
113,27,4,33,2,2
122,27,9,33,2,2
193,34,18,34,2,2
126,35,6,38,2,2
138,35,11,38,2,2
144,35,5,42,2,2
166,35,8,42,2,2
195,34,16,44,2,2
199,34,15,47,2,2
127,27,13,49,2,2
174,21,19,21,2,3
188,21,2,23,2,3
171,27,7,31,2,3
178,27,10,31,2,3
181,27,0,32,2,3
186,27,12,32,2,3
15,26,3,33,2,3
16,26,4,33,2,3
56,26,9,33,2,3
92,26,18,34,2,3
98,26,1,37,2,3
115,26,6,38,2,3
135,26,5,42,2,3
0,25,8,42,2,3
46,25,16,44,2,3
63,25,15,47,2,3
72,25,7,31,3,0
101,25,10,31,3,0
110,25,3,33,3,0
7,24,9,33,3,0
8,24,1,37,3,0
10,24,5,42,3,0
50,24,8,42,3,0
62,24,15,47,3,0
66,24,7,31,3,1
74,24,10,31,3,1
76,24,12,32,3,1
84,24,3,33,3,1
86,24,9,33,3,1
99,24,18,34,3,1
168,24,1,37,3,1
185,24,11,38,3,1
192,24,5,42,3,1
