subjects,number_student,rooms,num_seat,day,section
2,23,5,23,0,0
14,29,1,29,0,0
13,34,6,34,0,0
18,34,7,34,0,0
33,33,9,34,0,0
4,40,3,42,0,0
7,40,4,42,0,0
31,40,0,44,0,0
34,40,8,47,0,0
1,31,2,32,0,1
37,33,7,34,0,1
16,31,9,34,0,1
35,40,3,42,0,1
0,39,4,42,0,1
12,39,0,44,0,1
24,39,8,47,0,1
21,23,5,23,0,2
38,29,1,29,0,2
22,31,2,32,0,2
23,31,6,34,0,2
45,31,7,34,0,2
27,38,3,42,0,2
6,37,4,42,0,2
9,37,0,44,0,2
10,37,8,47,0,2
49,22,5,23,0,3
40,29,1,29,0,3
11,30,6,34,0,3
28,30,7,34,0,3
39,30,9,34,0,3
30,36,3,42,0,3
42,36,0,44,0,3
5,35,8,47,0,3
44,30,6,34,1,0
47,30,9,34,1,0
20,35,3,42,1,0
29,35,0,44,1,0
48,35,8,47,1,0
3,21,5,23,1,1
36,28,1,29,1,1
41,28,6,34,1,1
46,28,7,34,1,1
17,27,3,42,1,1
8,26,4,42,1,1
15,26,8,47,1,1
32,21,5,23,1,2
25,25,1,29,1,2
26,25,2,32,1,2
19,24,6,34,1,2
43,21,7,34,1,2
