subjects,number_student,rooms,num_seat,day,section
8,29,0,29,0,0
15,32,6,34,0,0
19,31,7,34,0,0
3,37,9,37,0,0
2,40,1,41,0,0
23,40,3,44,0,0
0,39,2,45,0,0
7,39,8,47,0,0
9,29,0,29,0,1
16,37,9,37,0,1
20,39,1,41,0,1
44,39,2,45,0,1
10,38,4,46,0,1
31,38,8,47,0,1
13,29,0,29,0,2
41,29,6,34,0,2
45,29,7,34,0,2
17,37,9,37,0,2
21,37,5,38,0,2
32,37,1,41,0,2
34,37,2,45,0,2
36,37,4,46,0,2
37,37,8,47,0,2
12,28,0,29,0,3
33,28,6,34,0,3
47,28,7,34,0,3
14,36,9,37,0,3
29,36,5,38,0,3
38,36,1,41,0,3
48,36,3,44,0,3
4,27,2,45,0,3
30,27,8,47,0,3
26,26,7,34,1,0
5,25,5,38,1,0
6,25,1,41,1,0
39,25,3,44,1,0
43,25,2,45,1,0
49,25,0,29,1,1
22,24,6,34,1,1
35,24,7,34,1,1
46,24,9,37,1,1
1,23,5,38,1,1
11,23,3,44,1,1
18,23,2,45,1,1
42,23,8,47,1,1
27,22,0,29,1,2
40,22,6,34,1,2
25,21,7,34,1,2
24,20,5,38,1,2
28,20,1,41,1,2
