subjects,number_student,rooms,num_seat,day,section
13,20,4,22,0,0
20,24,2,24,0,0
27,32,0,32,0,0
35,40,5,42,0,0
8,39,6,45,0,0
21,31,0,32,0,1
22,31,1,32,0,1
4,35,7,35,0,1
2,38,5,42,0,1
3,37,6,45,0,1
36,20,3,21,0,2
24,24,2,24,0,2
28,31,1,32,0,2
14,35,7,35,0,2
7,37,5,42,0,2
37,37,6,45,0,2
30,24,2,24,0,3
6,30,0,32,0,3
9,30,1,32,0,3
17,35,7,35,0,3
19,36,5,42,0,3
26,36,6,45,0,3
31,24,2,24,1,0
15,30,0,32,1,0
25,35,7,35,1,0
1,29,5,42,1,0
38,24,2,24,1,1
10,28,7,35,1,1
32,28,5,42,1,1
34,28,6,45,1,1
39,24,2,24,1,2
0,27,0,32,1,2
16,27,1,32,1,2
23,27,5,42,1,2
29,27,6,45,1,2
5,23,2,24,1,3
18,26,0,32,1,3
11,25,1,32,1,3
12,25,7,35,1,3
33,25,5,42,1,3
