subjects,number_student,rooms,num_seat,day,section
3,20,7,20,0,0
26,23,1,23,0,0
42,33,2,33,0,0
12,38,3,38,0,0
16,38,10,38,0,0
1,40,8,44,0,0
28,23,1,23,0,1
6,26,11,26,0,1
11,32,2,33,0,1
8,36,9,36,0,1
43,38,10,38,0,1
30,40,5,44,0,1
38,40,8,44,0,1
5,39,4,49,0,1
9,20,7,20,0,2
33,23,1,23,0,2
21,26,11,26,0,2
34,32,2,33,0,2
56,36,9,36,0,2
39,37,0,38,0,2
13,35,3,38,0,2
35,35,10,38,0,2
23,39,5,44,0,2
41,35,8,44,0,2
0,34,4,49,0,2
4,34,6,49,0,2
44,20,7,20,0,3
58,23,1,23,0,3
45,26,11,26,0,3
54,32,2,33,0,3
10,34,9,36,0,3
31,34,0,38,0,3
37,34,3,38,0,3
47,34,10,38,0,3
57,32,8,44,0,3
18,31,4,49,0,3
7,30,6,49,0,3
17,30,2,33,1,0
2,29,0,38,1,0
15,29,3,38,1,0
36,29,10,38,1,0
53,29,5,44,1,0
20,28,6,49,1,0
46,20,7,20,1,1
25,22,1,23,1,1
50,26,11,26,1,1
22,28,2,33,1,1
55,28,9,36,1,1
24,27,0,38,1,1
27,27,3,38,1,1
32,27,10,38,1,1
52,27,5,44,1,1
59,26,6,49,1,1
48,20,7,20,1,2
40,22,1,23,1,2
19,25,11,26,1,2
29,24,2,33,1,2
14,21,9,36,1,2
49,21,0,38,1,2
51,20,3,38,1,2
