subjects,number_student,rooms,num_seat,day,section
2,25,16,25,0,0
10,31,18,31,0,0
26,33,4,33,0,0
45,37,7,37,0,0
51,37,9,37,0,0
1,38,15,38,0,0
17,39,8,39,0,0
35,39,11,39,0,0
22,40,1,42,0,0
29,40,14,48,0,0
57,40,13,50,0,0
19,23,10,23,0,1
73,23,19,23,0,1
14,25,16,25,0,1
4,30,6,30,0,1
23,30,12,30,0,1
52,33,4,33,0,1
79,37,7,37,0,1
21,36,9,37,0,1
5,38,15,38,0,1
65,39,5,39,0,1
32,38,8,39,0,1
33,38,11,39,0,1
56,38,3,40,0,1
41,36,1,42,0,1
46,36,14,48,0,1
63,36,13,50,0,1
3,21,10,23,0,2
9,21,19,23,0,2
7,26,17,26,0,2
18,28,0,28,0,2
36,30,6,30,0,2
60,30,12,30,0,2
42,31,18,31,0,2
49,32,2,32,0,2
59,33,4,33,0,2
70,36,7,37,0,2
78,36,9,37,0,2
6,35,15,38,0,2
27,35,5,39,0,2
39,34,11,39,0,2
44,34,3,40,0,2
48,31,1,42,0,2
76,31,14,48,0,2
68,30,13,50,0,2
75,21,10,23,0,3
0,20,19,23,0,3
25,25,16,25,0,3
66,26,17,26,0,3
74,30,12,30,0,3
13,29,18,31,0,3
20,29,2,32,0,3
30,29,4,33,0,3
40,29,7,37,0,3
58,29,9,37,0,3
64,29,15,38,0,3
71,29,5,39,0,3
37,28,8,39,0,3
53,28,11,39,0,3
55,28,3,40,0,3
61,28,1,42,0,3
69,28,14,48,0,3
16,27,13,50,0,3
12,20,19,23,1,0
28,25,16,25,1,0
34,27,6,30,1,0
72,27,12,30,1,0
67,26,2,32,1,0
77,26,7,37,1,0
31,25,9,37,1,0
50,25,15,38,1,0
62,25,5,39,1,0
8,24,1,42,1,0
11,24,14,48,1,0
15,24,13,50,1,0
54,20,10,23,1,1
24,24,16,25,1,1
38,24,17,26,1,1
43,24,0,28,1,1
47,24,6,30,1,1
