subjects,number_student,rooms,num_seat,day,section
19,20,0,20,0,0
18,22,14,22,0,0
7,26,7,26,0,0
13,26,8,26,0,0
23,33,6,33,0,0
5,35,5,35,0,0
2,40,3,41,0,0
10,40,1,43,0,0
9,39,15,43,0,0
3,38,12,49,0,0
31,20,0,20,0,1
20,22,14,22,0,1
28,26,7,26,0,1
24,32,2,32,0,1
51,33,6,33,0,1
65,33,9,33,0,1
27,35,5,35,0,1
8,38,3,41,0,1
25,38,1,43,0,1
29,38,15,43,0,1
53,38,11,44,0,1
15,37,13,44,0,1
21,37,12,49,0,1
55,20,0,20,0,2
6,21,14,22,0,2
57,26,7,26,0,2
42,32,2,32,0,2
48,32,6,33,0,2
11,31,9,33,0,2
50,35,5,35,0,2
38,37,3,41,0,2
35,36,1,43,0,2
52,36,15,43,0,2
56,36,11,44,0,2
54,35,13,44,0,2
66,35,10,49,0,2
68,20,0,20,0,3
45,21,14,22,0,3
62,26,8,26,0,3
49,31,2,32,0,3
67,35,5,35,0,3
14,34,3,41,0,3
22,34,1,43,0,3
64,34,15,43,0,3
17,30,11,44,0,3
30,30,13,44,0,3
32,30,4,48,0,3
4,29,10,49,0,3
59,29,12,49,0,3
46,21,14,22,1,0
16,28,2,32,1,0
26,28,6,33,1,0
33,27,9,33,1,0
34,27,5,35,1,0
36,27,3,41,1,0
37,27,15,43,1,0
41,27,11,44,1,0
63,26,13,44,1,0
0,25,4,48,1,0
12,25,10,49,1,0
60,21,14,22,1,1
61,25,7,26,1,1
69,25,2,32,1,1
1,24,6,33,1,1
39,24,5,35,1,1
40,24,1,43,1,1
43,24,15,43,1,1
44,24,11,44,1,1
47,23,13,44,1,1
58,23,7,26,1,2
