subjects,number_student,rooms,num_seat,day,section
38,21,4,21,0,0
44,21,7,21,0,0
30,23,5,23,0,0
25,29,6,29,0,0
34,29,8,29,0,0
7,37,9,37,0,0
8,40,1,48,0,0
46,21,4,21,0,1
57,20,7,21,0,1
43,23,5,23,0,1
27,28,11,28,0,1
35,29,6,29,0,1
56,28,8,29,0,1
11,38,3,38,0,1
24,40,2,43,0,1
18,39,10,45,0,1
33,39,1,48,0,1
49,23,5,23,0,2
20,27,11,28,0,2
22,27,6,29,0,2
31,27,8,29,0,2
15,37,9,37,0,2
14,38,3,38,0,2
37,39,2,43,0,2
45,39,10,45,0,2
21,38,1,48,0,2
2,22,5,23,0,3
51,27,11,28,0,3
0,26,6,29,0,3
4,26,8,29,0,3
13,35,0,36,0,3
19,37,9,37,0,3
28,38,3,38,0,3
40,37,2,43,0,3
54,37,10,45,0,3
29,35,1,48,0,3
52,22,5,23,1,0
10,26,8,29,1,0
42,35,0,36,1,0
47,35,3,38,1,0
1,34,10,45,1,0
3,34,1,48,1,0
12,26,6,29,1,1
16,26,8,29,1,1
5,34,9,37,1,1
26,34,2,43,1,1
48,34,10,45,1,1
58,34,1,48,1,1
53,22,5,23,1,2
32,25,6,29,1,2
39,25,8,29,1,2
36,32,0,36,1,2
41,31,9,37,1,2
50,25,3,38,1,2
6,24,2,43,1,2
59,22,5,23,1,3
9,24,11,28,1,3
17,24,6,29,1,3
23,24,8,29,1,3
55,24,0,36,1,3
