subjects,number_student,rooms,num_seat,day,section
5,39,7,39,0,0
3,40,10,50,0,0
39,40,12,49,0,0
36,28,14,28,0,0
68,40,0,40,0,1
10,36,4,36,0,1
35,39,6,46,0,1
8,38,7,39,0,1
13,35,8,35,0,1
54,24,9,24,0,1
12,38,10,50,0,1
26,38,12,49,0,1
9,20,13,20,0,1
46,28,14,28,0,1
31,38,0,40,0,2
11,37,2,38,0,2
2,30,3,30,0,2
16,36,4,36,0,2
17,37,5,38,0,2
22,37,6,46,0,2
32,37,7,39,0,2
4,23,9,24,0,2
25,35,10,50,0,2
0,27,11,27,0,2
27,35,12,49,0,2
15,20,13,20,0,2
63,28,14,28,0,2
28,27,15,27,0,2
29,35,1,36,0,3
41,35,2,38,0,3
33,30,3,30,0,3
49,35,5,38,0,3
52,35,10,50,0,3
45,27,11,27,0,3
57,35,12,49,0,3
20,20,13,20,0,3
65,28,14,28,0,3
50,27,15,27,0,3
38,34,4,36,1,0
48,34,7,39,1,0
51,34,8,35,1,0
21,22,9,24,1,0
64,26,11,27,1,0
7,25,14,28,1,0
69,29,3,30,1,1
53,34,4,36,1,1
62,34,6,46,1,1
40,22,9,24,1,1
14,25,11,27,1,1
47,20,13,20,1,1
37,25,14,28,1,1
1,33,1,36,1,2
19,33,2,38,1,2
6,21,3,30,1,2
23,33,4,36,1,2
67,33,5,38,1,2
34,32,6,46,1,2
42,32,7,39,1,2
59,21,9,24,1,2
43,32,10,50,1,2
61,21,11,27,1,2
44,32,12,49,1,2
56,20,13,20,1,2
66,20,14,28,1,2
58,32,0,40,1,3
18,31,1,36,1,3
24,31,5,38,1,3
30,31,6,46,1,3
55,31,7,39,1,3
60,31,12,49,1,3
