subjects,number_student,rooms,num_seat,day,section
43,20,1,21,0,0
27,22,2,22,0,0
45,20,5,22,0,0
44,24,6,24,0,0
1,26,4,26,0,0
5,28,0,28,0,0
49,24,6,24,0,1
3,26,4,26,0,1
16,27,3,27,0,1
26,28,0,28,0,1
20,37,7,38,0,1
7,40,8,45,0,1
15,26,4,26,0,2
18,27,3,27,0,2
32,37,9,37,0,2
29,40,8,45,0,2
23,26,4,26,0,3
28,26,3,27,0,3
30,28,0,28,0,3
6,36,9,37,0,3
39,40,8,45,0,3
35,26,4,26,1,0
21,35,9,37,1,0
22,35,7,38,1,0
37,26,4,26,1,1
46,26,3,27,1,1
2,25,0,28,1,1
36,35,7,38,1,1
13,25,4,26,1,2
14,25,3,27,1,2
17,25,0,28,1,2
48,35,9,37,1,2
11,34,7,38,1,2
40,40,8,45,1,2
42,34,9,37,1,3
8,39,8,45,1,3
12,33,9,37,2,1
19,33,7,38,2,1
24,39,8,45,2,1
47,32,7,38,2,2
34,39,8,45,2,2
10,31,8,45,2,3
31,31,9,37,3,0
25,30,9,37,3,1
33,30,8,45,3,1
0,29,9,37,3,2
4,29,9,37,3,3
9,29,7,38,3,3
38,29,8,45,3,3
41,29,7,38,4,0
