subjects,number_student,rooms,num_seat,day,section
2,25,3,25,0,0
38,40,7,45,0,0
0,27,8,27,0,0
17,39,2,48,0,1
26,39,4,50,0,1
5,27,6,27,0,1
3,24,9,24,0,1
10,27,0,27,0,2
48,39,2,48,0,2
27,25,3,25,0,2
7,24,9,24,0,2
43,26,0,27,0,3
16,38,1,41,0,3
1,37,2,48,0,3
28,25,3,25,0,3
37,37,4,50,0,3
45,25,5,28,0,3
18,24,6,27,0,3
46,37,7,45,0,3
31,24,8,27,0,3
30,36,4,50,1,0
35,24,5,28,1,0
39,23,8,27,1,0
32,22,0,27,1,1
33,22,5,28,1,1
40,22,6,27,1,1
9,35,7,45,1,1
11,35,1,41,1,2
24,35,2,48,1,2
22,21,3,25,1,2
25,35,4,50,1,2
23,21,6,27,1,2
12,20,9,24,1,2
20,20,0,27,1,3
34,20,3,25,1,3
36,20,5,28,1,3
13,34,7,45,2,0
19,34,4,50,2,2
6,33,7,45,2,2
8,33,2,48,2,3
49,33,1,41,3,0
14,31,7,45,3,1
15,31,2,48,3,2
21,31,4,50,3,2
29,31,4,50,3,3
42,31,7,45,3,3
47,31,2,48,4,0
4,30,7,45,4,0
41,30,1,41,4,2
44,30,2,48,4,2
