subjects,number_student,rooms,num_seat,day,section
54,23,6,23,0,0
12,22,9,23,0,0
6,25,14,25,0,0
5,40,17,41,0,0
39,40,18,40,0,0
20,32,19,32,0,0
21,34,1,34,0,1
3,28,2,28,0,1
49,40,4,48,0,1
68,20,7,20,0,1
22,26,10,26,0,1
56,40,13,41,0,1
40,25,14,25,0,1
61,40,17,41,0,1
66,40,18,40,0,1
44,32,19,32,0,1
14,33,0,33,0,2
35,39,3,50,0,2
51,39,4,48,0,2
2,30,5,30,0,2
42,22,6,23,0,2
0,36,7,20,0,2
78,39,8,39,0,2
50,22,9,23,0,2
24,26,10,26,0,2
63,38,11,50,0,2
8,29,12,29,0,2
7,37,13,41,0,2
57,25,14,25,0,2
15,28,16,28,0,2
47,32,19,32,0,2
34,33,0,33,0,3
28,34,1,34,0,3
25,28,2,28,0,3
19,37,4,48,0,3
48,30,5,30,0,3
71,22,9,23,0,3
30,26,10,26,0,3
43,37,11,50,0,3
59,37,13,41,0,3
65,25,14,25,0,3
64,37,15,46,0,3
13,27,16,28,0,3
77,37,17,41,0,3
79,37,18,40,0,3
67,26,2,28,1,0
1,36,3,50,1,0
60,30,5,30,1,0
10,29,12,29,1,0
37,36,13,41,1,0
69,26,16,28,1,0
70,32,19,32,1,0
58,36,3,50,1,1
18,29,5,30,1,1
26,35,8,39,1,1
9,21,9,23,1,1
72,26,10,26,1,1
27,35,13,41,1,1
74,26,16,28,1,1
52,35,17,41,1,1
33,34,18,40,1,1
16,31,19,32,1,1
53,33,0,33,1,2
36,34,1,34,1,2
41,34,3,50,1,2
62,33,4,48,1,2
23,29,5,30,1,2
31,21,6,23,1,2
38,31,8,39,1,2
45,21,9,23,1,2
75,26,10,26,1,2
46,31,11,50,1,2
29,29,12,29,1,2
4,24,14,25,1,2
55,29,15,46,1,2
11,24,16,28,1,2
76,29,17,41,1,2
17,24,18,40,1,2
32,24,19,32,1,2
73,21,0,33,1,3
