subjects,number_student,rooms,num_seat,day,section
25,20,2,20,0,0
12,40,4,48,0,0
7,33,7,33,0,0
24,40,0,44,0,1
31,28,3,28,0,1
29,40,4,48,0,1
6,23,9,23,0,1
0,25,2,20,0,2
11,21,5,21,0,2
18,26,6,26,0,2
15,33,7,33,0,2
8,23,8,23,0,2
9,23,9,23,0,2
32,40,0,44,0,3
39,40,1,40,0,3
26,26,6,26,0,3
28,33,7,33,0,3
13,23,8,23,0,3
16,23,9,23,0,3
33,28,3,28,1,0
22,21,5,21,1,0
44,40,0,44,1,1
41,28,3,28,1,1
10,39,4,48,1,1
35,23,8,23,1,1
46,23,9,23,1,1
40,21,5,21,1,2
23,32,7,33,1,2
2,22,8,23,1,2
3,22,9,23,1,2
27,38,4,48,1,3
38,26,6,26,1,3
45,32,7,33,2,0
37,22,8,23,2,0
48,38,0,44,2,1
43,37,1,40,2,1
1,27,3,28,2,1
20,36,4,48,2,1
47,32,7,33,2,1
30,36,0,44,2,2
42,36,1,40,2,2
4,34,4,48,2,2
5,30,0,44,2,3
14,30,1,40,2,3
34,30,7,33,2,3
36,30,1,40,3,1
49,30,7,33,3,1
17,29,0,44,3,2
19,29,1,40,3,2
21,29,1,40,3,3
