subjects,number_student,rooms,num_seat,day,section
14,35,5,35,0,0
5,21,7,21,0,0
48,34,9,34,0,0
17,40,10,47,0,0
21,40,2,48,0,1
41,21,7,21,0,1
24,40,10,47,0,1
3,39,11,45,0,1
26,39,2,48,0,2
34,39,4,39,0,2
16,35,5,35,0,2
33,27,8,27,0,2
9,33,9,34,0,2
53,39,10,47,0,2
8,38,11,45,0,2
1,26,0,26,0,3
10,22,1,22,0,3
35,38,3,48,0,3
6,37,4,39,0,3
32,35,5,35,0,3
18,24,6,25,0,3
44,21,7,21,0,3
55,27,8,27,0,3
12,33,9,34,0,3
15,37,10,47,0,3
30,36,11,45,0,3
49,36,2,48,1,0
46,35,5,35,1,0
54,26,8,27,1,0
58,24,0,26,1,1
50,36,2,48,1,1
13,33,5,35,1,1
47,21,7,21,1,1
0,32,9,34,1,1
51,36,11,45,1,1
19,23,0,26,1,2
25,22,1,22,1,2
52,36,3,48,1,2
11,20,7,21,1,2
20,23,8,27,1,2
7,32,9,34,1,2
56,36,10,47,1,2
22,32,11,45,1,2
23,23,0,26,1,3
31,22,1,22,1,3
36,32,4,39,1,3
38,32,5,35,1,3
29,20,6,25,1,3
57,20,7,21,1,3
40,32,9,34,1,3
37,31,11,45,1,3
39,31,2,48,2,0
43,31,11,45,2,0
59,31,2,48,2,1
28,30,3,48,2,1
42,30,5,35,2,1
2,28,4,39,2,2
4,28,9,34,2,2
27,28,2,48,2,3
45,28,5,35,2,3
