subjects,number_student,rooms,num_seat,day,section
60,31,1,31,0,0
18,20,3,20,0,0
7,40,11,45,0,0
50,38,14,38,0,0
12,26,15,26,0,0
6,30,16,30,0,0
31,28,2,28,0,1
19,20,3,20,0,1
4,23,4,23,0,1
22,35,8,35,0,1
10,40,9,44,0,1
44,40,10,44,0,1
61,40,11,45,0,1
63,40,13,47,0,1
25,26,15,26,0,1
13,30,16,30,0,1
2,39,17,43,0,1
15,39,19,40,0,1
0,32,0,32,0,2
39,28,2,28,0,2
29,23,4,23,0,2
46,39,5,40,0,2
1,33,6,33,0,2
36,26,7,26,0,2
23,35,8,35,0,2
51,39,10,44,0,2
9,37,11,45,0,2
21,30,12,30,0,2
14,37,14,38,0,2
49,26,15,26,0,2
3,36,17,43,0,2
41,36,18,40,0,2
47,36,19,40,0,2
8,32,0,32,0,3
43,27,2,28,0,3
30,20,3,20,0,3
45,23,4,23,0,3
52,36,5,40,0,3
5,33,6,33,0,3
59,26,7,26,0,3
58,35,8,35,0,3
56,36,9,44,0,3
72,35,10,44,0,3
20,34,11,45,0,3
26,30,12,30,0,3
69,34,13,47,0,3
17,33,14,38,0,3
75,26,15,26,0,3
28,30,16,30,0,3
27,33,17,43,0,3
33,33,18,40,0,3
42,33,19,40,0,3
34,32,0,32,1,0
54,33,9,44,1,0
40,32,10,44,1,0
37,30,12,30,1,0
55,32,13,47,1,0
68,30,16,30,1,0
66,32,18,40,1,0
76,32,0,32,1,1
65,27,2,28,1,1
64,25,7,26,1,1
16,29,10,44,1,1
24,29,11,45,1,1
32,29,12,30,1,1
35,29,13,47,1,1
48,29,14,38,1,1
74,25,15,26,1,1
67,29,16,30,1,1
70,29,17,43,1,1
71,29,0,32,1,2
78,25,1,31,1,2
79,25,2,28,1,2
38,22,4,23,1,2
57,24,6,33,1,2
53,22,7,26,1,2
73,22,8,35,1,2
11,21,9,44,1,2
62,21,10,44,1,2
77,21,11,45,1,2
