subjects,number_student,rooms,num_seat,day,section
0,23,5,23,0,0
1,24,3,24,0,0
5,39,1,39,0,0
36,40,0,41,0,0
30,39,6,42,0,0
7,21,5,23,0,1
18,24,3,24,0,1
9,27,7,28,0,1
12,38,1,39,0,1
23,38,4,42,0,1
34,38,6,42,0,1
37,38,2,45,0,1
20,21,5,23,0,2
33,24,3,24,0,2
22,27,7,28,0,2
2,37,0,41,0,2
13,36,4,42,0,2
25,35,6,42,0,2
16,34,2,45,0,2
32,21,5,23,0,3
39,21,3,24,0,3
31,34,1,39,0,3
4,33,0,41,0,3
15,33,4,42,0,3
3,32,6,42,0,3
29,32,2,45,0,3
10,20,3,24,1,0
28,27,7,28,1,0
19,31,4,42,1,0
21,30,2,45,1,0
17,20,5,23,1,1
35,20,3,24,1,1
26,26,7,28,1,1
6,29,1,39,1,1
24,29,0,41,1,1
38,29,4,42,1,1
8,25,1,39,1,2
11,25,0,41,1,2
14,25,4,42,1,2
27,25,2,45,1,2
