subjects,number_student,rooms,num_seat,day,section
13,30,8,30,0,0
44,34,5,34,0,0
48,34,9,34,0,0
0,40,4,40,0,0
26,21,7,21,0,1
3,27,0,27,0,1
4,27,1,27,0,1
25,27,6,28,0,1
32,30,3,30,0,1
34,30,8,30,0,1
49,34,5,34,0,1
12,33,9,34,0,1
6,36,2,36,0,1
14,38,11,38,0,1
58,40,4,40,0,1
9,39,10,44,0,1
31,21,7,21,0,2
50,27,1,27,0,2
52,27,6,28,0,2
36,30,3,30,0,2
55,27,8,30,0,2
35,33,5,34,0,2
43,33,9,34,0,2
1,37,11,38,0,2
22,39,4,40,0,2
41,39,10,44,0,2
56,27,0,27,0,3
11,26,1,27,0,3
10,25,6,28,0,3
15,25,3,30,0,3
23,25,8,30,0,3
57,32,5,34,0,3
16,31,9,34,0,3
18,36,2,36,0,3
5,37,11,38,0,3
17,37,4,40,0,3
21,36,10,44,0,3
33,21,7,21,1,0
40,25,0,27,1,0
19,24,6,28,1,0
20,24,3,30,1,0
38,31,9,34,1,0
46,36,2,36,1,0
2,35,4,40,1,0
39,21,7,21,1,1
37,24,0,27,1,1
51,24,1,27,1,1
54,24,6,28,1,1
8,23,3,30,1,1
47,23,8,30,1,1
42,31,9,34,1,1
30,35,2,36,1,1
59,35,11,38,1,1
45,31,4,40,1,1
7,22,10,44,1,1
28,22,1,27,1,2
29,22,6,28,1,2
53,22,3,30,1,2
24,20,8,30,1,2
27,20,5,34,1,2
